"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"18551",185500,-3.821,8.116,3.83
"18552",185510,-5.16,7.964,5.788
"18553",185520,-5.831,8.344,7.895
"18554",185530,-5.31,8.495,9.165
"18555",185540,-4.863,8.344,9.835
"18556",185550,-5.16,7.964,10.359
"18557",185560,-5.976,7.509,10.288
"18558",185570,-6.274,7.433,9.616
"18559",185580,-5.604,7.433,8.861
"18560",185590,-4.489,7.737,7.879
"18561",185600,-3.894,7.888,6.826
"18562",185610,-3.596,7.737,5.474
"18563",185620,-3.148,7.357,4.344
"18564",185630,-3.37,6.978,4.118
"18565",185640,-4.113,6.826,4.423
"18566",185650,-4.337,6.978,4.501
"18567",185660,-4.114,6.902,4.424
"18568",185670,-4.41,6.523,4.873
"18569",185680,-5.302,6.371,5.629
"18570",185690,-5.6,6.447,6.007
"18571",185700,-5.97,5.916,6.006
"18572",185710,-6.117,5.385,5.554
"18573",185720,-5.373,5.537,4.949
"18574",185730,-4.63,5.764,4.795
"18575",185740,-4.11,6.068,5.467
"18576",185750,-3.664,6.144,5.614
"18577",185760,-3.588,5.689,4.636
"18578",185770,-3.887,6.068,4.866
"18579",185780,-4.41,6.675,6.223
"18580",185790,-5.301,6.144,6.601
"18581",185800,-5.522,5.613,5.775
"18582",185810,-4.928,5.84,5.173
"18583",185820,-4.113,6.675,5.546
"18584",185830,-3.522,7.737,6.298
"18585",185840,-3.299,7.813,6.746
"18586",185850,-3.222,7.206,6.591
"18587",185860,-3.294,6.523,6.437
"18588",185870,-4.258,5.764,6.74
"18589",185880,-4.779,5.84,6.97
"18590",185890,-3.369,6.751,6.964
"18591",185900,-2.255,7.282,7.108
"18592",185910,-2.923,6.902,7.711
"18593",185920,-4.333,5.84,8.165
"18594",185930,-4.7,4.702,8.16
"18595",185940,-3.807,4.475,7.627
"18596",185950,-2.767,4.93,7.696
"18597",185960,-3.064,4.93,8.822
"18598",185970,-4.551,4.627,9.132
"18599",185980,-3.289,5.385,7.179
"18600",185990,-1.951,5.537,5.146
"18601",186000,-2.767,5.006,4.624
"18602",186010,-3.365,5.689,4.859
"18603",186020,-2.774,6.826,5.086
"18604",186030,-2.628,7.509,5.614
"18605",186040,-3.3,8.04,5.698
"18606",186050,-4.343,8.495,5.186
"18607",186060,-4.939,8.647,4.517
"18608",186070,-4.568,8.875,4.066
"18609",186080,-4.271,9.178,4.141
"18610",186090,-4.717,9.102,4.444
"18611",186100,-5.162,8.571,4.818
"18612",186110,-5.011,8.116,5.114
"18613",186120,-4.86,7.585,5.783
"18614",186130,-4.56,6.902,6.376
