"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"101",101,55.23,41,111,55.41,55.68
"102",102,55.73,47,109,55.94,56.2
"103",103,56.31,47,111,56.49,56.76
"104",104,56.84,43,111,57.03,57.24
"105",105,57.39,38,109,57.57,57.76
"106",106,57.91,45,111,58.1,58.32
"107",107,58.39,47,115,58.6,58.8
"108",108,58.93,47,117,59.12,59.32
"109",109,59.45,47,117,59.65,59.94
"110",110,59.99,48,113,60.18,60.38
"111",111,60.51,47,112,60.72,60.92
"112",112,61.05,48,115,61.23,61.48
"113",113,61.59,48,112,61.77,61.98
"114",114,62.13,46,115,62.28,62.52
"115",115,62.63,45,114,62.8,63.06
"116",116,63.17,43,115,63.33,63.64
"117",117,63.71,44,112,63.88,64.1
"118",118,64.27,47,111,64.42,64.6
"119",119,64.75,43,111,64.95,65.2
"120",120,65.31,44,114,65.46,65.68
"121",121,65.86,44,115,65.98,66.22
"122",122,66.35,43,116,66.51,66.78
"123",123,66.89,40,112,67.05,67.26
"124",124,67.45,40,111,67.59,67.8
"125",125,67.97,43,111,68.11,68.32
"126",126,68.49,45,113,68.64,68.86
"127",127,69.01,40,113,69.18,69.44
"128",128,69.57,42,112,69.72,69.96
"129",129,70.11,44,111,70.26,70.48
"130",130,70.69,40,108,70.83,71.08
"131",131,71.21,42,108,71.37,71.58
"132",132,71.77,40,109,71.9,72.14
"133",133,72.31,41,112,72.45,72.7
"134",134,72.81,41,112,72.98,73.2
"135",135,73.35,37,111,73.5,73.7
"136",136,73.91,35,112,74.04,74.22
"137",137,74.45,38,109,74.6,74.8
"138",138,74.99,39,111,75.13,75.32
"139",139,75.51,37,111,75.66,75.9
"140",140,76.03,35,112,76.2,76.5
"141",141,76.57,35,112,76.72,76.96
"142",142,77.13,38,111,77.28,77.54
"143",143,77.63,38,110,77.82,78.04
"144",144,78.15,39,111,78.35,78.62
"145",145,78.71,41,111,78.89,79.1
"146",146,79.31,43,112,79.47,79.68
"147",147,79.83,46,107,80.04,80.24
"148",148,80.41,42,105,80.59,80.8
"149",149,80.95,43,108,81.12,81.32
"150",150,81.49,45,112,81.64,81.88
"151",151,82.03,53,115,82.17,82.42
"152",152,82.57,41,113,82.7,82.94
"153",153,83.09,44,111,83.25,83.42
"154",154,83.61,48,109,83.8,84.08
"155",155,84.19,51,108,84.35,84.62
"156",156,84.75,48,111,84.89,85.1
"157",157,85.29,47,108,85.45,85.64
"158",158,85.81,48,111,85.98,86.28
"159",159,86.39,49,107,86.54,86.76
"160",160,86.91,49,112,87.06,87.3
"161",161,87.47,47,110,87.62,87.82
"162",162,88.03,47,111,88.17,88.44
"163",163,88.53,47,108,88.71,88.96
"164",164,89.09,44,109,89.25,89.54
"165",165,89.63,47,108,89.82,90.08
"166",166,90.19,45,108,90.36,90.58
"167",167,90.71,45,111,90.88,91.1
"168",168,91.23,49,114,91.43,91.62
"169",169,91.83,45,111,92,92.16
"170",170,92.31,46,111,92.5,92.72
"171",171,92.87,44,110,93.05,93.26
"172",172,93.41,44,114,93.57,93.8
"173",173,93.95,44,109,94.12,94.32
"174",174,94.53,40,112,94.66,94.86
"175",175,95.09,42,111,95.21,95.46
"176",176,95.63,41,112,95.74,96.06
"177",177,96.17,41,109,96.29,96.58
"178",178,96.67,43,111,96.82,97.02
"179",179,97.21,42,109,97.37,97.6
"180",180,97.77,40,112,97.91,98.14
"181",181,98.29,42,111,98.44,98.64
"182",182,98.81,44,113,98.96,99.24
"183",183,99.35,47,112,99.51,99.7
"184",184,99.89,41,111,100.06,100.28
"185",185,100.43,43,109,100.59,100.8
"186",186,100.99,46,109,101.14,101.44
"187",187,101.51,40,108,101.7,101.94
"188",188,102.09,42,109,102.23,102.5
"189",189,102.63,43,109,102.78,103.02
"190",190,103.19,45,109,103.36,103.58
"191",191,103.75,40,107,103.91,104.12
"192",192,104.27,44,104,104.49,104.7
"193",193,104.85,37,107,105.03,105.28
"194",194,105.37,41,107,105.57,106.22
