"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"22051",220500,2.93,-5.842,7.35
"22052",220510,2.781,-5.766,7.427
"22053",220520,2.632,-5.766,7.428
"22054",220530,2.558,-5.766,7.429
"22055",220540,2.557,-5.69,7.429
"22056",220550,2.557,-5.69,7.504
"22057",220560,2.632,-5.766,7.503
"22058",220570,2.706,-5.766,7.427
"22059",220580,2.781,-5.69,7.427
"22060",220590,2.78,-5.614,7.503
"22061",220600,2.854,-5.539,7.577
"22062",220610,2.929,-5.539,7.652
"22063",220620,3.004,-5.69,7.65
"22064",220630,3.004,-5.69,7.575
"22065",220640,3.004,-5.69,7.575
"22066",220650,3.004,-5.69,7.575
"22067",220660,3.003,-5.614,7.576
"22068",220670,3.003,-5.614,7.651
"22069",220680,2.929,-5.614,7.726
"22070",220690,2.929,-5.539,7.877
"22071",220700,2.855,-5.614,7.877
"22072",220710,2.781,-5.69,7.802
"22073",220720,2.781,-5.766,7.577
"22074",220730,2.781,-5.766,7.352
"22075",220740,2.93,-5.766,7.276
"22076",220750,3.004,-5.766,7.35
"22077",220760,2.929,-5.69,7.426
"22078",220770,2.929,-5.614,7.501
"22079",220780,2.854,-5.539,7.428
"22080",220790,2.929,-5.539,7.427
"22081",220800,3.078,-5.614,7.575
"22082",220810,3.153,-5.69,7.799
"22083",220820,2.929,-5.69,8.025
"22084",220830,2.78,-5.614,8.102
"22085",220840,2.631,-5.614,7.953
"22086",220850,2.632,-5.69,7.953
"22087",220860,2.781,-5.69,7.877
"22088",220870,2.78,-5.539,7.878
"22089",220880,3.003,-5.539,7.801
"22090",220890,3.377,-5.994,7.87
"22091",220900,3.452,-6.145,7.868
"22092",220910,3.303,-6.07,7.72
"22093",220920,3.154,-6.07,7.571
"22094",220930,3.154,-6.145,7.196
"22095",220940,3.08,-6.07,6.898
"22096",220950,3.155,-6.221,6.596
"22097",220960,3.155,-6.297,6.296
"22098",220970,3.081,-6.449,6.146
"22099",220980,3.156,-6.601,6.069
"22100",220990,3.305,-6.676,6.142
"22101",221000,3.455,-6.904,6.139
"22102",221010,3.159,-7.283,6.064
"22103",221020,3.011,-7.435,6.065
"22104",221030,2.862,-7.435,5.991
"22105",221040,2.638,-7.283,5.919
"22106",221050,2.414,-7.056,5.847
"22107",221060,2.637,-6.98,5.846
"22108",221070,2.711,-6.904,5.771
"22109",221080,2.561,-6.676,5.624
"22110",221090,2.486,-6.601,5.4
"22111",221100,2.561,-6.676,4.95
"22112",221110,2.71,-6.752,4.573
"22113",221120,2.86,-6.904,4.271
"22114",221130,2.86,-6.98,4.196
"22115",221140,2.711,-6.904,4.347
"22116",221150,2.337,-6.449,4.728
"22117",221160,2.259,-5.539,5.185
"22118",221170,2.479,-4.78,5.413
"22119",221180,2.182,-4.78,5.64
"22120",221190,1.811,-5.159,6.09
"22121",221200,2.482,-5.387,6.607
"22122",221210,3.449,-5.311,6.525
"22123",221220,3.894,-5.083,6.148
"22124",221230,3.45,-5.539,5.774
"22125",221240,1.367,-5.842,4.665
"22126",221250,-0.123,-5.235,3.408
"22127",221260,0.169,-3.946,2.515
"22128",221270,0.834,-2.504,3.119
"22129",221280,3.216,-2.732,5.271
"22130",221290,6.717,-3.87,5.908
"22131",221300,8.361,-5.614,9.404
"22132",221310,8.439,-6.601,14.417
"22133",221320,9.255,-5.918,16.363
"22134",221330,9.848,-5.387,16.512
"22135",221340,8.357,-4.628,17.279
"22136",221350,5.151,-2.808,16.269
"22137",221360,2.84,-1.746,13.298
