"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"34401",344000,-0.324,2.176,-9.494
"34402",344010,-0.249,2.176,-9.495
"34403",344020,-0.249,2.176,-9.495
"34404",344030,-0.324,2.176,-9.494
"34405",344040,-0.324,2.176,-9.494
"34406",344050,-0.324,2.176,-9.494
"34407",344060,-0.249,2.252,-9.494
"34408",344070,-0.249,2.252,-9.494
"34409",344080,-0.249,2.252,-9.494
"34410",344090,-0.324,2.176,-9.42
"34411",344100,-0.324,2.176,-9.494
"34412",344110,-0.249,2.176,-9.495
"34413",344120,-0.249,2.176,-9.495
"34414",344130,-0.174,2.252,-9.495
"34415",344140,-0.249,2.252,-9.494
"34416",344150,-0.249,2.252,-9.494
"34417",344160,-0.249,2.176,-9.495
"34418",344170,-0.249,2.252,-9.494
"34419",344180,-0.249,2.252,-9.494
"34420",344190,-0.249,2.252,-9.494
"34421",344200,-0.249,2.252,-9.494
"34422",344210,-0.249,2.252,-9.494
"34423",344220,-0.249,2.176,-9.495
"34424",344230,-0.324,2.026,-9.496
"34425",344240,-0.398,2.026,-9.495
"34426",344250,-0.473,1.95,-9.494
"34427",344260,-0.547,1.875,-9.569
"34428",344270,-0.697,1.8,-9.567
"34429",344280,-0.771,1.649,-9.568
"34430",344290,-0.846,1.649,-9.567
"34431",344300,-0.846,1.724,-9.491
"34432",344310,-0.696,1.649,-9.494
"34433",344320,-0.622,1.574,-9.571
"34434",344330,-0.622,1.574,-9.496
"34435",344340,-0.547,1.649,-9.571
"34436",344350,-0.472,1.724,-9.571
"34437",344360,-0.398,1.8,-9.571
"34438",344370,-0.398,1.8,-9.497
"34439",344380,-0.398,1.8,-9.497
"34440",344390,-0.472,1.724,-9.497
"34441",344400,-0.547,1.724,-9.496
"34442",344410,-0.473,1.8,-9.496
"34443",344420,-0.547,1.8,-9.495
"34444",344430,-0.547,1.8,-9.495
"34445",344440,-0.622,1.875,-9.493
"34446",344450,-0.622,1.875,-9.493
"34447",344460,-0.547,1.875,-9.494
"34448",344470,-0.473,1.95,-9.494
"34449",344480,-0.398,1.95,-9.495
"34450",344490,-0.398,2.026,-9.495
