"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"88",88,51.27,46,100,51.53,51.8
"89",89,51.85,48,100,52.14,52.38
"90",90,52.47,46,101,52.74,53
"91",91,53.05,44,100,53.33,53.6
"92",92,53.65,47,101,53.94,54.18
"93",93,54.23,47,102,54.48,54.7
"94",94,54.79,48,103,55.06,55.3
"95",95,55.35,51,104,55.64,55.86
"96",96,55.97,47,104,56.22,56.42
"97",97,56.55,49,103,56.81,57.04
"98",98,57.09,51,106,57.36,57.6
"99",99,57.67,51,104,57.95,58.18
"100",100,58.25,49,107,58.5,58.76
"101",101,58.81,47,103,59.09,59.34
"102",102,59.39,48,103,59.67,59.88
"103",103,59.97,45,103,60.22,60.48
"104",104,60.53,50,104,60.81,61.06
"105",105,61.13,47,104,61.4,61.66
"106",106,61.71,48,103,61.96,62.2
"107",107,62.27,50,104,62.53,62.78
"108",108,62.83,48,105,63.09,63.32
"109",109,63.37,50,107,63.66,63.92
"110",110,63.97,46,104,64.24,64.5
"111",111,64.55,48,102,64.85,65.08
"112",112,65.17,44,101,65.42,65.68
"113",113,65.71,45,103,65.99,66.2
"114",114,66.29,46,105,66.55,66.8
"115",115,66.87,47,107,67.1,67.36
"116",116,67.39,45,107,67.68,67.88
"117",117,67.97,45,107,68.23,68.48
"118",118,68.53,45,107,68.78,69.02
"119",119,69.09,46,105,69.37,69.62
"120",120,69.65,44,107,69.9,70.14
"121",121,70.19,47,107,70.47,70.68
"122",122,70.77,45,108,71.03,71.24
"123",123,71.33,44,107,71.58,71.78
"124",124,71.89,44,108,72.13,72.34
"125",125,72.45,49,108,72.69,72.94
"126",126,72.99,50,109,73.24,73.46
"127",127,73.59,44,106,73.83,74.08
"128",128,74.11,46,104,74.4,74.64
"129",129,74.71,45,104,74.96,75.18
"130",130,75.25,48,105,75.55,75.78
"131",131,75.83,47,105,76.11,76.3
"132",132,76.43,43,104,76.66,76.88
"133",133,76.97,44,104,77.24,77.46
"134",134,77.55,46,105,77.81,78.04
"135",135,78.09,47,107,78.35,78.58
"136",136,78.65,47,108,78.91,79.16
"137",137,79.21,44,106,79.5,79.76
"138",138,79.79,49,106,80.05,80.3
"139",139,80.33,45,103,80.64,80.88
"140",140,80.91,46,107,81.2,81.42
"141",141,81.51,45,103,81.78,82
"142",142,82.07,45,106,82.35,82.6
"143",143,82.63,43,103,82.93,83.2
"144",144,83.23,50,107,83.47,83.76
"145",145,83.79,47,103,84.08,84.34
"146",146,84.37,41,105,84.65,84.88
"147",147,84.97,45,101,85.24,85.48
"148",148,85.53,44,106,85.8,86
"149",149,86.13,44,103,86.39,86.62
"150",150,86.71,50,104,86.97,87.22
"151",151,87.29,46,101,87.57,87.8
"152",152,87.91,46,102,88.15,88.34
"153",153,88.47,47,101,88.75,88.98
"154",154,89.03,47,103,89.31,89.52
"155",155,89.69,44,102,89.91,90.14
"156",156,90.25,47,101,90.51,90.78
"157",157,90.85,43,100,91.11,91.36
"158",158,91.45,46,100,91.7,92
"159",159,92.01,46,102,92.28,92.5
"160",160,92.61,47,102,92.89,93.1
"161",161,93.17,45,104,93.42,93.7
"162",162,93.73,49,104,94.02,94.24
"163",163,94.33,49,104,94.62,94.84
"164",164,94.89,46,103,95.17,95.46
"165",165,95.49,50,103,95.75,96
"166",166,96.07,51,103,96.33,96.6
"167",167,96.65,51,103,96.91,97.16
"168",168,97.23,50,102,97.51,97.76
"169",169,97.81,47,101,98.1,98.32
"170",170,98.39,49,103,98.65,98.88
"171",171,98.95,49,104,99.23,99.46
"172",172,99.55,51,107,99.8,100.04
"173",173,100.11,51,104,100.38,100.62
"174",174,100.69,45,105,100.93,101.38
