"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"116",116,77.47,56,103,77.67,77.9
"117",117,78.03,56,103,78.27,78.52
"118",118,78.61,55,102,78.84,79.12
"119",119,79.21,57,101,79.45,79.72
"120",120,79.77,55,103,80.01,80.28
"121",121,80.39,60,103,80.59,80.84
"122",122,80.93,59,105,81.15,81.46
"123",123,81.53,57,103,81.75,81.94
"124",124,82.07,54,104,82.31,82.54
"125",125,82.65,52,104,82.87,83.18
"126",126,83.19,51,107,83.43,83.68
"127",127,83.83,62,105,84.01,84.22
"128",128,84.45,58,104,84.6,84.94
"129",129,85.01,57,103,85.18,85.42
"130",130,85.55,59,104,85.73,86.02
"131",131,86.13,59,105,86.3,86.52
"132",132,86.69,57,104,86.89,87.1
"133",133,87.23,59,104,87.46,87.68
"134",134,87.83,57,102,88.05,88.28
"135",135,88.39,57,104,88.61,88.84
"136",136,88.91,57,106,89.15,89.38
"137",137,89.47,63,109,89.69,89.94
"138",138,90.05,59,108,90.27,90.5
"139",139,90.57,58,109,90.8,91.02
"140",140,91.13,59,107,91.37,91.56
"141",141,91.69,56,108,91.93,92.2
"142",142,92.31,58,104,92.52,92.78
"143",143,92.87,57,104,93.1,93.34
"144",144,93.47,58,104,93.66,93.9
"145",145,94.01,59,104,94.23,94.42
"146",146,94.57,60,107,94.78,95.02
"147",147,95.13,58,105,95.36,95.58
"148",148,95.69,60,105,95.93,96.22
"149",149,96.33,56,102,96.53,96.76
"150",150,96.85,56,103,97.09,97.36
"151",151,97.45,57,104,97.66,97.92
"152",152,98.01,60,104,98.26,98.52
"153",153,98.63,58,102,98.85,99.18
"154",154,99.25,59,100,99.45,99.78
"155",155,99.83,59,100,100.05,100.28
"156",156,100.67,10,86,100.95,101.21
