"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"19001",190000,1.247,-0.384,9.731
"19002",190010,1.247,-0.459,9.731
"19003",190020,1.322,-0.459,9.73
"19004",190030,1.397,-0.459,9.728
"19005",190040,1.322,-0.459,9.73
"19006",190050,1.322,-0.535,9.729
"19007",190060,1.397,-0.535,9.802
"19008",190070,1.397,-0.61,9.727
"19009",190080,1.322,-0.61,9.728
"19010",190090,1.322,-0.535,9.803
"19011",190100,1.322,-0.61,9.802
"19012",190110,1.322,-0.61,9.802
"19013",190120,1.322,-0.61,9.802
"19014",190130,1.322,-0.61,9.802
"19015",190140,1.322,-0.61,9.728
"19016",190150,1.397,-0.535,9.728
"19017",190160,1.397,-0.535,9.653
"19018",190170,1.397,-0.535,9.653
"19019",190180,1.397,-0.459,9.728
"19020",190190,1.397,-0.535,9.802
"19021",190200,1.322,-0.61,9.802
"19022",190210,1.248,-0.61,9.729
"19023",190220,1.322,-0.61,9.728
"19024",190230,1.322,-0.61,9.654
"19025",190240,1.397,-0.61,9.727
"19026",190250,1.472,-0.61,9.726
"19027",190260,1.546,-0.459,9.726
"19028",190270,1.471,-0.384,9.654
"19029",190280,1.546,-0.459,9.726
"19030",190290,1.546,-0.459,9.801
"19031",190300,1.546,-0.535,9.726
"19032",190310,1.471,-0.535,9.727
"19033",190320,1.472,-0.61,9.726
"19034",190330,1.472,-0.685,9.874
"19035",190340,1.546,-0.685,9.798
"19036",190350,1.621,-0.61,9.649
"19037",190360,1.472,-0.685,9.651
"19038",190370,1.397,-0.761,9.651
"19039",190380,1.322,-0.685,9.727
"19040",190390,1.397,-0.61,9.727
"19041",190400,1.397,-0.459,9.728
"19042",190410,1.471,-0.384,9.728
"19043",190420,1.471,-0.309,9.729
"19044",190430,1.471,-0.309,9.729
"19045",190440,1.471,-0.233,9.73
"19046",190450,1.546,-0.158,9.655
"19047",190460,1.546,-0.083,9.656
"19048",190470,1.471,-0.158,9.656
"19049",190480,1.471,-0.233,9.655
"19050",190490,1.471,-0.233,9.581
"19051",190500,1.396,-0.309,9.581
"19052",190510,1.397,-0.459,9.654
"19053",190520,1.471,-0.535,9.652
"19054",190530,1.472,-0.61,9.726
"19055",190540,1.546,-0.61,9.799
"19056",190550,1.621,-0.535,9.799
"19057",190560,1.621,-0.459,9.725
"19058",190570,1.621,-0.384,9.652
"19059",190580,1.546,-0.233,9.803
"19060",190590,1.471,-0.083,9.806
"19061",190600,1.471,0.068,9.658
"19062",190610,1.47,0.294,9.586
"19063",190620,1.47,0.369,9.662
"19064",190630,1.47,0.444,9.811
"19065",190640,1.545,0.369,9.809
"19066",190650,1.62,0.294,9.882
"19067",190660,1.695,0.143,9.879
"19068",190670,1.62,-0.008,9.879
"19069",190680,1.545,-0.008,9.805
"19070",190690,1.396,-0.008,9.733
"19071",190700,1.247,-0.008,9.735
"19072",190710,1.172,-0.008,9.736
"19073",190720,1.172,-0.008,9.736
"19074",190730,1.172,-0.008,9.736
"19075",190740,1.321,-0.008,9.66
"19076",190750,1.471,-0.008,9.658
"19077",190760,1.62,0.068,9.656
"19078",190770,1.769,0.068,9.654
"19079",190780,1.844,-0.008,9.727
