"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"9541",95400,-0.693,-1.212,9.75
"9542",95410,-0.693,-1.212,9.75
"9543",95420,-0.693,-1.288,9.749
"9544",95430,-0.693,-1.288,9.749
"9545",95440,-0.693,-1.288,9.749
"9546",95450,-0.693,-1.212,9.75
"9547",95460,-0.618,-1.212,9.749
"9548",95470,-0.693,-1.212,9.75
"9549",95480,-0.693,-1.212,9.75
"9550",95490,-0.768,-1.212,9.751
"9551",95500,-0.768,-1.212,9.751
"9552",95510,-0.768,-1.212,9.677
"9553",95520,-0.693,-1.288,9.749
"9554",95530,-0.693,-1.288,9.749
"9555",95540,-0.693,-1.212,9.75
"9556",95550,-0.768,-1.212,9.751
"9557",95560,-0.768,-1.212,9.751
"9558",95570,-0.768,-1.212,9.751
"9559",95580,-0.768,-1.212,9.751
"9560",95590,-0.693,-1.212,9.75
"9561",95600,-0.768,-1.212,9.751
"9562",95610,-0.768,-1.212,9.751
"9563",95620,-0.768,-1.212,9.677
"9564",95630,-0.768,-1.212,9.677
"9565",95640,-0.693,-1.288,9.749
"9566",95650,-0.768,-1.288,9.75
"9567",95660,-0.693,-1.212,9.75
"9568",95670,-0.693,-1.212,9.75
"9569",95680,-0.768,-1.137,9.752
"9570",95690,-0.768,-1.137,9.752
"9571",95700,-0.768,-1.212,9.751
"9572",95710,-0.768,-1.137,9.826
"9573",95720,-0.768,-1.137,9.826
"9574",95730,-0.768,-1.137,9.826
"9575",95740,-0.768,-1.137,9.826
"9576",95750,-0.768,-1.137,9.826
"9577",95760,-0.842,-1.137,9.828
"9578",95770,-0.768,-1.137,9.826
"9579",95780,-0.693,-1.288,9.898
"9580",95790,-0.618,-1.288,9.972
"9581",95800,-0.544,-1.363,9.97
"9582",95810,-0.544,-1.212,9.971
"9583",95820,-0.544,-1.062,9.973
"9584",95830,-0.544,-1.137,9.972
"9585",95840,-0.619,-1.062,9.9
"9586",95850,-0.619,-1.062,9.825
"9587",95860,-0.693,-0.986,9.753
"9588",95870,-0.693,-0.986,9.753
"9589",95880,-0.619,-0.986,9.826
"9590",95890,-0.544,-0.986,9.75
"9591",95900,-0.469,-1.062,9.6
"9592",95910,-0.395,-1.062,9.375
"9593",95920,-0.32,-1.137,9.299
"9594",95930,-0.469,-1.288,9.523
"9595",95940,-0.618,-1.363,9.673
"9596",95950,-0.618,-1.288,9.748
"9597",95960,-0.544,-1.062,9.75
"9598",95970,-0.395,-0.761,9.676
"9599",95980,-0.171,-0.61,9.824
"9600",95990,-0.022,-0.535,9.897
"9601",96000,-0.022,-0.535,9.971
"9602",96010,0.053,-0.61,9.895
"9603",96020,0.053,-0.685,9.894
"9604",96030,-0.022,-0.761,9.82
"9605",96040,-0.096,-0.761,9.821
"9606",96050,-0.171,-0.761,9.748
"9607",96060,-0.171,-0.685,9.674
"9608",96070,-0.171,-0.685,9.674
"9609",96080,-0.096,-0.61,9.674
"9610",96090,0.053,-0.309,9.675
"9611",96100,0.127,-0.083,9.527
"9612",96110,0.202,-0.083,9.452
"9613",96120,0.277,-0.535,9.297
"9614",96130,-0.171,-0.836,9.97
"9615",96140,-0.917,-1.212,10.349
"9616",96150,-1.514,-1.288,10.505
"9617",96160,-1.888,-1.062,10.364
"9618",96170,-1.664,-0.685,10.067
"9619",96180,-1.216,-0.535,9.616
"9620",96190,-0.694,-0.761,9.383
"9621",96200,-0.469,-1.212,9.375
"9622",96210,-0.394,-1.514,9.296
"9623",96220,-0.469,-1.438,9.298
"9624",96230,-0.768,-1.137,9.38
"9625",96240,-1.067,-0.836,9.462
"9626",96250,-1.216,-0.685,9.391
"9627",96260,-0.918,-0.535,9.314
"9628",96270,-0.619,-0.459,9.236
"9629",96280,-0.545,-0.535,9.383
"9630",96290,-0.768,-0.685,9.534
"9631",96300,-1.142,-0.459,9.839
"9632",96310,-1.292,0.068,9.698
"9633",96320,-1.068,0.52,9.253
"9634",96330,-0.919,0.52,8.953
"9635",96340,-0.769,0.143,8.575
"9636",96350,-0.62,-0.233,7.899
"9637",96360,-0.619,-0.761,7.224
"9638",96370,-0.768,-1.137,6.552
"9639",96380,-1.439,-1.438,6.335
"9640",96390,-2.485,-1.438,6.722
"9641",96400,-3.082,-1.212,7.179
"9642",96410,-3.082,-1.212,7.403
"9643",96420,-2.11,-2.267,8.494
"9644",96430,-0.765,-3.471,10.249
"9645",96440,0.504,-3.471,12.24
"9646",96450,1.697,-1.589,13.21
"9647",96460,1.545,-0.008,13.973
"9648",96470,0.276,0.294,15.036
"9649",96480,-1.067,-0.761,15.267
"9650",96490,-1.887,-2.116,14.223
"9651",96500,-2.11,-2.718,11.317
"9652",96510,-1.81,-3.396,9.148
"9653",96520,-1.661,-3.848,8.918
"9654",96530,-1.661,-3.471,9.517
"9655",96540,-1.811,-3.321,11.753
"9656",96550,-2.185,-2.718,13.774
"9657",96560,-2.709,-1.514,14.762
"9658",96570,-3.009,-0.233,14.556
"9659",96580,-2.561,0.218,13.661
"9660",96590,-1.665,-0.083,12.827
"9661",96600,-0.769,-0.459,11.843
"9662",96610,-0.171,-0.761,10.789
"9663",96620,0.053,-0.911,10.04
"9664",96630,0.054,-1.212,9.665
"9665",96640,-0.17,-1.589,9.292
"9666",96650,-0.394,-1.664,8.402
"9667",96660,-0.469,-1.438,7.438
"9668",96670,-0.32,-1.137,6.918
"9669",96680,-0.171,-0.761,6.696
"9670",96690,-0.097,-0.459,6.698
"9671",96700,-0.172,-0.008,6.779
"9672",96710,-0.471,0.595,6.864
"9673",96720,-0.994,1.047,7.397
"9674",96730,-1.069,1.047,7.621
"9675",96740,-0.77,0.369,8.279
"9676",96750,-0.619,-0.685,9.01
"9677",96760,-0.618,-1.288,9.227
"9678",96770,-0.842,-1.363,9.007
"9679",96780,-1.29,-1.363,8.641
"9680",96790,-1.589,-1.288,8.274
"9681",96800,-1.813,-1.212,8.278
"9682",96810,-1.664,-1.137,8.425
"9683",96820,-1.141,-0.911,8.495
"9684",96830,-0.47,-0.535,8.415
"9685",96840,-0.022,-0.233,8.486
"9686",96850,-0.022,-0.233,8.858
"9687",96860,-0.246,-0.384,9.38
"9688",96870,-0.47,-0.459,9.755
"9689",96880,-0.47,-0.233,9.683
"9690",96890,-0.246,-0.008,9.012
"9691",96900,0.127,0.143,8.339
