"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"14441",144400,4.713,-5.159,6.965
"14442",144410,4.713,-5.159,6.965
"14443",144420,4.713,-5.083,6.966
"14444",144430,4.564,-5.083,6.967
"14445",144440,4.564,-5.083,6.967
"14446",144450,4.639,-5.159,7.041
"14447",144460,4.639,-5.159,7.041
"14448",144470,4.564,-5.159,7.116
"14449",144480,4.564,-5.159,7.041
"14450",144490,4.564,-5.159,6.891
"14451",144500,4.713,-5.083,6.891
"14452",144510,4.936,-5.159,6.888
"14453",144520,5.011,-5.159,6.888
"14454",144530,5.011,-5.083,7.038
"14455",144540,4.787,-5.008,7.115
"14456",144550,4.49,-5.083,7.192
"14457",144560,4.341,-5.159,7.193
"14458",144570,4.491,-5.311,7.116
"14459",144580,4.639,-5.311,7.04
"14460",144590,4.639,-5.311,7.04
"14461",144600,4.49,-5.235,7.116
"14462",144610,4.341,-5.235,7.117
"14463",144620,4.342,-5.311,7.042
"14464",144630,4.342,-5.311,6.967
"14465",144640,4.416,-5.311,7.041
"14466",144650,4.416,-5.235,7.042
"14467",144660,4.341,-5.235,7.117
"14468",144670,4.267,-5.235,7.118
"14469",144680,4.341,-5.235,7.043
"14470",144690,4.416,-5.235,6.967
"14471",144700,4.639,-5.159,7.041
"14472",144710,4.787,-5.083,7.04
"14473",144720,4.713,-5.083,7.04
"14474",144730,4.638,-5.083,7.116
"14475",144740,4.638,-5.083,7.116
"14476",144750,4.638,-5.008,7.117
"14477",144760,4.564,-5.083,7.117
"14478",144770,4.639,-5.159,7.116
"14479",144780,4.639,-5.159,7.116
"14480",144790,4.638,-5.083,7.116
"14481",144800,4.564,-5.083,7.117
"14482",144810,4.564,-5.083,7.117
"14483",144820,4.564,-5.083,7.117
"14484",144830,4.49,-5.083,7.042
"14485",144840,4.49,-5.159,6.967
"14486",144850,4.564,-5.159,7.041
"14487",144860,4.639,-5.159,7.116
"14488",144870,4.713,-5.159,7.19
"14489",144880,4.713,-5.159,7.115
"14490",144890,4.713,-5.159,7.04
"14491",144900,4.713,-5.159,7.04
"14492",144910,4.639,-5.159,6.966
"14493",144920,4.639,-5.235,6.965
"14494",144930,4.639,-5.235,7.04
"14495",144940,4.565,-5.235,7.041
"14496",144950,4.49,-5.159,7.042
"14497",144960,4.49,-5.159,6.967
"14498",144970,4.564,-5.159,6.966
"14499",144980,4.639,-5.159,7.041
"14500",144990,4.638,-5.083,7.116
"14501",145000,4.638,-5.083,7.116
"14502",145010,4.639,-5.159,7.041
"14503",145020,4.49,-5.159,7.042
"14504",145030,4.416,-5.235,7.042
"14505",145040,4.416,-5.235,7.042
"14506",145050,4.49,-5.235,7.041
"14507",145060,4.564,-5.159,7.041
"14508",145070,4.638,-5.083,7.041
"14509",145080,4.638,-5.083,7.041
"14510",145090,4.638,-5.083,7.041
"14511",145100,4.638,-5.083,7.041
"14512",145110,4.638,-5.083,7.116
"14513",145120,4.564,-5.159,7.116
"14514",145130,4.564,-5.159,7.041
"14515",145140,4.639,-5.159,6.966
"14516",145150,4.564,-5.159,6.966
"14517",145160,4.565,-5.235,7.041
"14518",145170,4.565,-5.235,7.116
"14519",145180,4.639,-5.159,7.116
"14520",145190,4.639,-5.235,7.115
"14521",145200,4.565,-5.235,7.116
"14522",145210,4.564,-5.159,7.116
"14523",145220,4.564,-5.159,7.116
"14524",145230,4.639,-5.159,7.041
"14525",145240,4.713,-5.159,7.04
"14526",145250,4.713,-5.159,7.04
"14527",145260,4.713,-5.159,7.04
"14528",145270,4.564,-5.083,7.117
"14529",145280,4.49,-5.083,7.117
"14530",145290,4.49,-5.159,7.117
"14531",145300,4.564,-5.159,7.116
"14532",145310,4.564,-5.159,7.116
"14533",145320,4.639,-5.159,7.116
"14534",145330,4.713,-5.083,7.115
"14535",145340,4.638,-5.083,7.041
"14536",145350,4.564,-5.083,7.117
"14537",145360,4.49,-5.159,7.117
"14538",145370,4.416,-5.159,7.192
"14539",145380,4.341,-5.235,7.267
"14540",145390,4.416,-5.159,7.267
"14541",145400,4.564,-5.159,7.191
"14542",145410,4.713,-5.235,6.964
"14543",145420,4.936,-5.159,6.963
"14544",145430,5.085,-5.083,6.962
"14545",145440,5.01,-5.008,6.964
"14546",145450,4.861,-5.008,7.04
"14547",145460,4.713,-5.008,7.116
"14548",145470,4.563,-4.932,7.118
"14549",145480,4.638,-4.932,7.117
"14550",145490,4.712,-4.932,7.042
"14551",145500,4.787,-5.008,7.04
"14552",145510,4.787,-5.008,6.965
"14553",145520,4.713,-5.083,6.966
"14554",145530,4.564,-5.083,7.042
"14555",145540,4.564,-5.083,7.117
"14556",145550,4.564,-5.008,7.117
"14557",145560,4.638,-5.008,7.042
"14558",145570,4.787,-5.083,6.965
"14559",145580,4.862,-5.159,6.964
"14560",145590,4.862,-5.083,7.039
"14561",145600,4.713,-5.083,7.04
"14562",145610,4.638,-5.083,7.116
"14563",145620,4.564,-5.083,7.192
"14564",145630,4.638,-5.083,7.191
"14565",145640,4.713,-5.008,7.116
"14566",145650,4.713,-5.008,7.041
"14567",145660,4.713,-5.083,7.04
"14568",145670,4.638,-5.083,7.116
"14569",145680,4.713,-5.083,7.19
"14570",145690,4.638,-5.008,7.191
"14571",145700,4.638,-5.083,7.116
"14572",145710,4.49,-5.159,7.117
