"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"32901",329000,-0.992,-0.761,8.941
"32902",329010,-0.992,-0.535,8.645
"32903",329020,-0.992,-0.761,8.494
"32904",329030,-1.066,-1.288,7.82
"32905",329040,-1.215,-1.514,6.778
"32906",329050,-1.365,-1.589,6.333
"32907",329060,-1.289,-1.965,6.551
"32908",329070,-1.065,-2.643,6.689
"32909",329080,-0.542,-2.944,6.158
"32910",329090,-0.02,-2.342,5.338
"32911",329100,0.501,-0.911,4.006
"32912",329110,0.571,3.306,2.933
"32913",329120,0.641,7.523,1.859
"32914",329130,0.048,3.532,4.505
"32915",329140,-0.324,2.854,7.257
"32916",329150,-1.516,0.143,10.52
"32917",329160,-3.378,-3.773,13.78
"32918",329170,-4.869,-5.354,15.645
"32919",329180,-4.274,-3.999,16.172
"32920",329190,-3.007,-2.116,16.62
"32921",329200,-2.485,-0.836,16.626
"32922",329210,-2.113,0.068,16.332
"32923",329220,-1.814,-0.535,16.099
"32924",329230,-1.14,-2.342,15.177
"32925",329240,-0.168,-3.02,12.85
"32926",329250,0.727,-2.718,10.161
"32927",329260,1.026,-3.095,9.185
"32928",329270,0.952,-3.471,9.257
"32929",329280,0.582,-5.806,11.322
"32930",329290,-0.684,-8.818,14.657
"32931",329300,-2.104,-7.764,15.581
"32932",329310,-3.153,-4.149,14.666
"32933",329320,-3.306,-1.589,13.951
"32934",329330,-2.859,-0.986,13.951
"32935",329340,-2.112,-0.911,14.313
"32936",329350,-1.366,-0.685,14.081
"32937",329360,-1.143,0.068,13.044
"32938",329370,-1.144,1.273,11.345
"32939",329380,-0.622,2.026,9.634
"32940",329390,-0.024,1.499,8.504
"32941",329400,0.649,0.595,7.592
"32942",329410,1.172,-0.008,6.388
"32943",329420,1.77,-0.233,5.112
"32944",329430,2.442,-0.158,3.912
"32945",329440,2.665,0.143,3.391
"32946",329450,2.291,0.595,3.327
"32947",329460,1.844,0.444,4.001
"32948",329470,0.725,-0.685,5.345
"32949",329480,-1.289,-2.191,6.772
"32950",329490,-2.408,-2.794,7.451
"32951",329500,-3.006,-2.794,7.385
"32952",329510,-2.932,-2.417,7.09
"32953",329520,-2.633,-2.191,6.94
"32954",329530,-2.26,-2.041,6.489
"32955",329540,-2.11,-2.267,5.815
"32956",329550,-1.886,-2.568,5.065
"32957",329560,-2.11,-3.02,4.84
"32958",329570,-2.183,-3.773,5.131
"32959",329580,-2.107,-4.902,6.309
"32960",329590,-2.106,-6.182,7.56
"32961",329600,-2.107,-5.203,7.943
"32962",329610,-1.737,-2.116,7.597
"32963",329620,-1.666,0.369,7.399
"32964",329630,-1.667,1.875,7.415
"32965",329640,-0.848,3.306,7.641
"32966",329650,-0.101,3.532,8.526
"32967",329660,0.048,3.155,10.157
"32968",329670,0.573,1.499,11.472
"32969",329680,0.65,-0.384,12.493
"32970",329690,0.128,-0.836,13.389
"32971",329700,0.351,-0.384,14.879
"32972",329710,-0.618,-1.363,15.18
"32973",329720,-0.84,-3.396,14.567
"32974",329730,-1.733,-5.505,14.409
"32975",329740,-3.223,-8.667,15.587
"32976",329750,-3.897,-7.161,14.496
"32977",329760,-2.858,-1.664,11.413
"32978",329770,-1.067,-0.761,9.983
"32979",329780,0.578,-2.493,10.24
"32980",329790,0.208,-5.731,12.667
"32981",329800,-1.582,-6.785,14.616
"32982",329810,-3.673,-6.408,15.692
"32983",329820,-3.973,-5.354,15.856
"32984",329830,-3.378,-3.622,14.749
"32985",329840,-2.484,-1.965,13.489
"32986",329850,-1.44,-0.61,12.223
"32987",329860,-1.143,0.218,10.739
"32988",329870,-0.62,0.294,9.542
"32989",329880,-0.322,0.369,8.422
"32990",329890,-0.322,0.595,7.903
"32991",329900,0.052,0.369,7.97
"32992",329910,0.202,-0.233,8.408
"32993",329920,0.501,-0.459,8.476
"32994",329930,0.575,-0.309,7.658
"32995",329940,0.874,-0.083,6.763
"32996",329950,1.247,-0.233,6.086
"32997",329960,1.173,-0.61,5.265
"32998",329970,0.8,-0.836,4.747
"32999",329980,0.203,-1.062,4.679
"33000",329990,-0.469,-1.514,4.907
"33001",330000,-1.289,-2.417,5.653
"33002",330010,-1.959,-3.697,6.766
"33003",330020,-2.257,-4.225,7.136
"33004",330030,-2.184,-3.471,6.697
"33005",330040,-1.662,-2.493,5.955
"33006",330050,-1.364,-2.041,5.435
"33007",330060,-1.214,-2.643,5.426
"33008",330070,-1.213,-3.697,5.49
"33009",330080,-1.437,-3.773,4.971
"33010",330090,-1.887,-2.116,4.251
"33011",330100,-2.486,-0.233,4.204
"33012",330110,-2.786,0.821,5.336
"33013",330120,-2.786,1.122,6.902
"33014",330130,-1.741,1.047,7.928
"33015",330140,-0.396,0.294,9.092
"33016",330150,0.352,-1.137,10.704
"33017",330160,0.055,-2.342,12.705
"33018",330170,-0.245,-1.438,14.058
"33019",330180,-1.143,0.294,14.237
"33020",330190,-1.069,0.67,14.761
"33021",330200,-0.769,-0.158,15.269
"33022",330210,-0.916,-2.041,15.326
"33023",330220,-1.884,-4.074,15.691
"33024",330230,-3.001,-6.86,16.198
"33025",330240,-2.556,-4.676,13.238
"33026",330250,-1.14,-2.041,10.046
"33027",330260,-0.169,-2.417,9.135
"33028",330270,0.132,-4.375,10.227
"33029",330280,-1.358,-7.011,12.899
"33030",330290,-3.149,-7.613,15.002
"33031",330300,-3.674,-6.182,15.843
"33032",330310,-3.005,-3.471,15.415
"33033",330320,-2.335,-1.514,14.756
"33034",330330,-1.739,-0.233,13.943
"33035",330340,-1.292,0.444,12.753
"33036",330350,-1.367,0.294,11.413
"33037",330360,-1.516,-0.158,10.07
"33038",330370,-1.59,-0.459,8.729
"33039",330380,-1.066,-1.137,7.896
"33040",330390,-0.244,-2.116,7.502
"33041",330400,0.204,-2.417,7.195
"33042",330410,0.428,-2.041,6.749
"33043",330420,0.651,-1.288,5.935
"33044",330430,0.799,-0.309,5.05
"33045",330440,0.873,0.369,4.312
"33046",330450,0.649,0.52,4.242
"33047",330460,0.425,0.068,4.687
"33048",330470,-0.021,-0.986,5.352
"33049",330480,-0.468,-2.417,5.939
"33050",330490,-0.914,-3.923,6.748
"33051",330500,-1.286,-4.752,6.968
"33052",330510,-1.585,-4.225,6.383
"33053",330520,-1.736,-3.17,5.428
"33054",330530,-1.513,-2.493,4.837
"33055",330540,-1.29,-1.815,4.245
"33056",330550,-1.735,-3.697,5.348
"33057",330560,-1.734,-4.676,5.934
"33058",330570,-1.734,-4.902,6.154
"33059",330580,-1.885,-3.547,6.096
"33060",330590,-2.111,-1.89,6.191
"33061",330600,-2.56,-0.911,6.58
"33062",330610,-2.561,-0.083,7.258
"33063",330620,-1.666,0.971,7.852
"33064",330630,-0.472,0.971,8.951
"33065",330640,-0.024,1.047,10.881
"33066",330650,-0.098,0.67,13.185
"33067",330660,-0.246,-0.309,14.218
"33068",330670,-0.096,-1.062,14.06
"33069",330680,0.129,-2.041,13.749
"33070",330690,-0.168,-3.02,13.37
"33071",330700,-0.988,-3.999,12.777
"33072",330710,-2.48,-5.279,12.784
"33073",330720,-3.674,-6.032,13.984
"33074",330730,-3.748,-6.258,14.727
"33075",330740,-2.184,-2.869,12.21
"33076",330750,-0.32,-1.137,10.118
"33077",330760,0.802,-2.493,9.939
"33078",330770,0.209,-6.107,11.919
"33079",330780,-1.879,-8.442,14.38
"33080",330790,-3.149,-7.538,15.375
"33081",330800,-3.302,-4.601,15.259
"33082",330810,-2.782,-2.191,14.756
"33083",330820,-2.485,-1.514,14.312
"33084",330830,-2.709,-1.062,13.576
"33085",330840,-3.158,-0.535,12.322
"33086",330850,-2.859,-0.309,10.758
"33087",330860,-1.963,-0.761,9.103
"33088",330870,-0.767,-1.514,7.888
"33089",330880,0.353,-2.191,7.121
"33090",330890,1.101,-2.643,6.436
"33091",330900,1.324,-2.568,5.466
"33092",330910,1.175,-2.191,4.653
"33093",330920,1.025,-1.664,4.289
"33094",330930,0.501,-0.986,4.378
"33095",330940,-0.096,-0.61,4.688
"33096",330950,-0.694,-0.761,4.992
"33097",330960,-1.066,-1.363,5.289
"33098",330970,-1.439,-2.191,5.806
"33099",330980,-1.736,-3.246,6.395
"33100",330990,-1.81,-3.848,6.613
"33101",331000,-1.959,-3.773,6.393
"33102",331010,-1.661,-3.321,5.798
"33103",331020,-1.213,-3.095,5.198
"33104",331030,-0.84,-3.471,5.04
"33105",331040,-0.764,-4.45,5.401
"33106",331050,-0.838,-5.279,5.766
"33107",331060,-1.361,-4.902,6.075
"33108",331070,-2.034,-3.697,6.246
"33109",331080,-2.633,-2.191,6.121
"33110",331090,-2.934,-0.384,6.07
"33111",331100,-2.189,1.348,6.375
"33112",331110,-0.324,2.026,7.1
"33113",331120,1.542,2.703,7.824
"33114",331130,1.097,0.369,10.486
"33115",331140,0.128,-0.836,12.868
"33116",331150,-0.842,-1.438,14.438
"33117",331160,-1.887,-2.116,15.116
"33118",331170,-2.408,-3.095,15.708
"33119",331180,-2.78,-4.45,15.7
"33120",331190,-3.001,-7.011,16.197
"33121",331200,-3.223,-8.667,16.555
"33122",331210,-2.183,-3.773,13.317
"33123",331220,-1.216,-0.836,10.357
"33124",331230,-0.319,-1.89,9.291
"33125",331240,0.355,-3.471,9.414
"33126",331250,-0.388,-6.71,11.4
"33127",331260,-2.252,-8.592,14.012
"33128",331270,-3.373,-7.538,15.527
"33129",331280,-3.226,-5.806,15.841
"33130",331290,-2.557,-3.471,14.888
"33131",331300,-2.036,-1.815,13.633
"33132",331310,-2.112,-1.062,12.377
"33133",331320,-2.336,-0.986,11.041
"33134",331330,-2.112,-0.836,9.551
"33135",331340,-1.59,-0.761,8.205
"33136",331350,-0.992,-1.288,7.744
"33137",331360,-0.468,-2.116,7.654
"33138",331370,-0.019,-2.568,7.345
"33139",331380,0.205,-2.718,6.819
"33140",331390,0.13,-2.417,6.228
"33141",331400,0.054,-1.664,5.865
"33142",331410,0.053,-0.761,5.354
"33143",331420,0.053,-0.309,4.986
"33144",331430,-0.097,-0.535,4.986
"33145",331440,-0.469,-1.137,4.911
"33146",331450,-0.916,-1.815,4.761
"33147",331460,-1.363,-3.095,5.201
"33148",331470,-1.585,-4.601,5.783
"33149",331480,-1.734,-4.978,5.782
"33150",331490,-1.735,-4.225,5.268
"33151",331500,-1.437,-3.622,4.75
"33152",331510,-1.138,-3.622,4.671
"33153",331520,-0.913,-4.3,4.958
"33154",331530,-0.988,-4.752,5.476
"33155",331540,-1.212,-3.923,5.785
"33156",331550,-1.513,-2.718,5.951
"33157",331560,-1.812,-1.965,6.112
"33158",331570,-1.59,-0.535,6.421
"33159",331580,-0.995,1.197,7.1
"33160",331590,-0.099,1.95,8.138
"33161",331600,0.498,1.649,9.465
"33162",331610,-0.098,0.896,11.699
"33163",331620,-1.291,-0.836,14.228
"33164",331630,-1.961,-2.191,14.744
"33165",331640,-2.557,-3.848,14.735
"33166",331650,-2.779,-4.902,14.951
"33167",331660,-2.704,-5.429,14.572
"33168",331670,-2.703,-6.107,14.714
"33169",331680,-2.628,-6.559,14.857
"33170",331690,-1.81,-4.074,13.159
"33171",331700,-0.842,-1.514,10.568
"33172",331710,-0.244,-2.191,9.362
"33173",331720,-0.017,-4.375,9.782
"33174",331730,-1.283,-7.839,12.294
"33175",331740,-3.073,-8.969,14.615
"33176",331750,-3.822,-7.011,15.39
"33177",331760,-3.527,-3.622,14.826
"33178",331770,-2.858,-1.664,14.316
"33179",331780,-2.56,-1.137,13.945
"33180",331790,-2.56,-1.212,13.274
"33181",331800,-2.485,-1.288,11.933
"33182",331810,-2.186,-1.212,10.143
"33183",331820,-1.589,-1.589,8.792
"33184",331830,-0.692,-2.342,7.878
"33185",331840,0.279,-2.718,7.042
"33186",331850,1.25,-3.095,6.205
"33187",331860,1.176,-3.02,5.761
"33188",331870,1.1,-2.417,5.47
"33189",331880,0.725,-1.137,5.266
"33190",331890,0.351,-0.233,5.132
"33191",331900,-0.022,-0.158,5.212
"33192",331910,-0.246,-0.459,5.212
"33193",331920,-0.395,-0.986,5.209
"33194",331930,-0.468,-1.815,5.35
"33195",331940,-0.691,-2.944,5.639
"33196",331950,-1.212,-4.375,6.004
"33197",331960,-1.809,-4.827,6.007
"33198",331970,-2.033,-4.45,5.494
"33199",331980,-1.959,-3.848,4.903
"33200",331990,-1.736,-3.471,4.458
"33201",332000,-1.736,-3.547,4.159
"33202",332010,-1.959,-4.225,4.155
"33203",332020,-2.032,-5.731,4.513
"33204",332030,-2.254,-6.86,5.1
"33205",332040,-3.077,-5.655,5.719
"33206",332050,-3.752,-3.321,6.199
"33207",332060,-3.68,-0.911,6.819
"33208",332070,-2.189,1.499,7.939
"33209",332080,-0.1,2.553,9.037
"33210",332090,1.543,2.176,10.275
"33211",332100,1.768,1.423,12.347
"33212",332110,1.023,-0.309,14.796
"33213",332120,0.055,-2.116,15.237
"33214",332130,-1.063,-3.697,15.385
"33215",332140,-2.183,-4.3,15.693
"33216",332150,-3.003,-4.902,15.549
"33217",332160,-3.301,-5.806,15.172
"33218",332170,-3.002,-5.881,14.274
"33219",332180,-1.736,-3.471,11.9
"33220",332190,-0.767,-1.965,9.743
"33221",332200,-0.318,-2.869,9.058
"33222",332210,-0.167,-4.149,9.34
"33223",332220,-1.06,-7.011,11.258
"33224",332230,-2.625,-9.044,13.863
"33225",332240,-3.298,-8.065,15.223
"33226",332250,-2.929,-4.827,14.879
"33227",332260,-2.26,-2.191,14.302
"33228",332270,-2.037,-1.137,13.937
"33229",332280,-2.187,-0.911,13.495
"33230",332290,-2.261,-0.836,12.307
"33231",332300,-2.261,-0.836,10.893
"33232",332310,-1.888,-1.288,9.617
"33233",332320,-1.065,-2.267,8.926
"33234",332330,-0.393,-2.794,8.464
"33235",332340,0.205,-2.794,7.786
"33236",332350,0.503,-2.493,6.892
"33237",332360,0.726,-1.74,6.004
"33238",332370,0.799,-0.459,5.197
"33239",332380,0.723,0.67,4.689
"33240",332390,0.648,0.896,4.618
"33241",332400,0.201,0.143,4.989
"33242",332410,-0.395,-0.761,5.286
"33243",332420,-0.767,-2.041,5.575
"33244",332430,-0.914,-3.547,5.934
"33245",332440,-0.988,-4.45,5.925
"33246",332450,-0.988,-4.601,5.775
"33247",332460,-0.988,-4.375,5.48
"33248",332470,-1.063,-4.375,4.96
"33249",332480,-1.362,-3.999,3.852
"33250",332490,-1.81,-3.773,3.339
"33251",332500,-2.108,-4.074,3.415
"33252",332510,-2.182,-4.601,3.857
"33253",332520,-2.106,-5.731,4.812
"33254",332530,-2.105,-6.86,5.767
"33255",332540,-2.405,-5.881,6.6
"33256",332550,-3.006,-2.869,7.459
"33257",332560,-3.009,-0.233,8.9
"33258",332570,-1.667,1.423,10.089
"33259",332580,0.349,1.95,10.661
"33260",332590,1.469,1.649,11.759
"33261",332600,1.619,0.595,13.755
"33262",332610,0.8,-0.986,15.09
"33263",332620,-0.096,-1.363,15.396
"33264",332630,-0.693,-1.137,15.704
"33265",332640,-1.141,-1.514,15.409
"33266",332650,-1.289,-2.191,14.734
"33267",332660,-1.214,-2.342,14.062
"33268",332670,-1.066,-1.664,13.025
"33269",332680,-0.769,-0.459,11.471
"33270",332690,-0.619,-0.459,10.278
"33271",332700,-0.693,-1.514,9.747
"33272",332710,-0.691,-2.568,9.513
"33273",332720,-0.69,-3.773,10.096
"33274",332730,-1.284,-6.484,12.308
"33275",332740,-2.029,-7.689,14.316
"33276",332750,-2.256,-5.429,14.64
"33277",332760,-1.737,-2.267,13.921
"33278",332770,-1.515,-0.535,13.415
"33279",332780,-1.815,0.444,12.983
"33280",332790,-1.89,0.821,12.244
"33281",332800,-1.442,0.821,11.196
"33282",332810,-0.844,0.369,10.141
"33283",332820,-0.171,-0.459,9.379
"33284",332830,0.352,-1.212,8.842
"33285",332840,0.875,-1.664,8.384
"33286",332850,1.099,-1.664,7.785
"33287",332860,1.174,-1.288,7.118
"33288",332870,1.248,-0.911,6.6
"33289",332880,1.173,-0.61,6.158
"33290",332890,0.949,-0.535,6.46
"33291",332900,0.65,-0.459,6.39
"33292",332910,0.426,-0.309,6.172
"33293",332920,0.351,-0.233,6.248
"33294",332930,0.202,-0.384,6.397
"33295",332940,-0.469,-0.986,6.773
"33296",332950,-1.065,-2.267,7.512
"33297",332960,-0.989,-3.396,7.797
"33298",332970,-0.989,-3.471,7.126
"33299",332980,-1.064,-2.869,6.241
"33300",332990,-0.99,-2.417,5.5
"33301",333000,-1.065,-2.568,5.425
"33302",333010,-1.362,-3.396,6.09
"33303",333020,-1.511,-4.3,6.678
"33304",333030,-1.66,-4.375,6.457
"33305",333040,-2.109,-3.471,5.877
"33306",333050,-2.782,-2.342,5.898
"33307",333060,-3.082,-1.212,6.584
"33308",333070,-2.86,0.143,7.414
"33309",333080,-2.04,1.423,7.936
"33310",333090,-0.771,1.95,8.594
"33311",333100,0.05,1.875,10.144
"33312",333110,0.723,0.896,12.208
"33313",333120,0.8,-0.986,14.048
"33314",333130,0.577,-1.664,16.276
"33315",333140,-0.096,-1.062,16.888
"33316",333150,-0.843,-0.61,16.084
"33317",333160,-1.142,-0.384,15.049
"33318",333170,-1.216,-0.61,14.006
"33319",333180,-1.291,-1.062,12.886
"33320",333190,-1.141,-1.137,11.618
"33321",333200,-0.992,-1.137,10.202
"33322",333210,-1.141,-1.514,9.53
"33323",333220,-1.439,-1.74,9.458
"33324",333230,-1.589,-1.589,9.833
"33325",333240,-1.513,-1.965,11.019
"33326",333250,-1.809,-4.752,13.599
"33327",333260,-2.627,-7.237,16.115
"33328",333270,-2.927,-6.258,16.65
"33329",333280,-2.931,-2.869,15.718
"33330",333290,-2.486,-0.309,14.548
"33331",333300,-1.816,1.423,12.919
"33332",333310,-1.07,2.176,11.13
"33333",333320,-0.249,1.875,9.776
"33334",333330,0.499,0.896,8.713
"33335",333340,1.247,-0.233,7.724
"33336",333350,1.846,-1.288,7.034
"33337",333360,2.145,-1.74,6.356
"33338",333370,1.996,-1.89,6.207
"33339",333380,1.622,-1.815,6.288
"33340",333390,1.323,-1.363,6.074
"33341",333400,1.173,-0.911,5.857
"33342",333410,0.874,-0.761,5.64
"33343",333420,0.277,-0.986,5.646
"33344",333430,-0.394,-1.438,5.874
"33345",333440,-0.991,-1.965,6.398
"33346",333450,-1.737,-2.568,6.997
"33347",333460,-2.483,-2.869,7.451
"33348",333470,-2.931,-2.869,7.011
"33349",333480,-2.782,-2.568,6.268
"33350",333490,-2.409,-2.568,5.816
"33351",333500,-1.886,-2.718,5.658
"33352",333510,-1.288,-3.17,5.868
