"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"115",115,64.31,49,112,64.48,64.62
"116",116,64.85,44,112,65.01,65.16
"117",117,65.35,50,115,65.54,65.78
"118",118,65.87,49,113,66.06,66.2
"119",119,66.39,49,115,66.55,66.7
"120",120,66.91,47,120,67.04,67.2
"121",121,67.41,48,118,67.57,67.72
"122",122,67.91,52,118,68.08,68.22
"123",123,68.41,51,118,68.56,68.72
"124",124,68.89,52,121,69.06,69.22
"125",125,69.39,54,121,69.57,69.72
"126",126,69.87,53,121,70.05,70.2
"127",127,70.35,55,123,70.53,70.7
"128",128,70.81,52,123,71.02,71.2
"129",129,71.27,54,120,71.54,71.7
"130",130,71.83,57,120,72.03,72.2
"131",131,72.27,56,120,72.52,72.68
"132",132,72.83,55,121,73.02,73.2
"133",133,73.33,58,118,73.54,73.7
"134",134,73.81,54,120,74.02,74.18
"135",135,74.31,53,121,74.51,74.68
"136",136,74.81,56,121,75.02,75.2
"137",137,75.29,54,120,75.51,75.68
"138",138,75.81,53,120,76,76.26
"139",139,76.33,50,120,76.52,76.72
"140",140,76.79,51,118,77.03,77.24
"141",141,77.33,54,118,77.52,77.72
"142",142,77.83,53,118,78.03,78.22
"143",143,78.31,56,121,78.52,78.68
"144",144,78.81,55,121,79,79.22
"145",145,79.29,55,125,79.48,79.66
"146",146,79.77,53,125,79.96,80.14
"147",147,80.25,53,125,80.44,80.62
"148",148,80.71,52,125,80.91,81.08
"149",149,81.19,52,125,81.4,81.64
"150",150,81.69,56,123,81.89,82.06
"151",151,82.17,55,125,82.36,82.52
"152",152,82.65,56,126,82.83,83
"153",153,83.09,54,126,83.31,83.56
"154",154,83.63,51,125,83.81,84
"155",155,84.13,47,118,84.33,84.56
"156",156,84.63,53,118,84.84,85.06
"157",157,85.15,55,117,85.34,85.5
"158",158,85.65,51,121,85.82,86.06
"159",159,86.15,51,121,86.31,86.46
"160",160,86.65,55,123,86.8,86.96
"161",161,87.11,54,121,87.3,87.46
"162",162,87.61,49,121,87.79,87.98
"163",163,88.09,54,120,88.3,88.44
"164",164,88.61,51,120,88.79,88.94
"165",165,89.09,52,121,89.28,89.45
"166",166,89.61,52,121,89.78,89.92
"167",167,90.09,55,123,90.26,90.42
"168",168,90.59,57,123,90.75,90.92
"169",169,91.05,55,125,91.22,91.38
"170",170,91.53,56,125,91.7,91.86
"171",171,91.99,56,125,92.19,92.34
"172",172,92.47,53,125,92.65,92.88
"173",173,92.95,53,126,93.12,93.36
"174",174,93.41,55,125,93.62,93.78
"175",175,93.93,56,123,94.12,94.34
"176",176,94.44,56,121,94.61,94.78
"177",177,94.93,53,120,95.12,95.36
"178",178,95.43,53,120,95.62,95.76
"179",179,95.95,53,118,96.13,96.34
"180",180,96.47,53,120,96.62,96.82
"181",181,96.95,54,118,97.14,97.28
"182",182,97.47,54,120,97.63,97.82
"183",183,97.97,54,118,98.14,98.3
"184",184,98.43,54,121,98.62,98.8
"185",185,98.91,50,123,99.08,99.3
"186",186,99.41,47,125,99.58,99.74
"187",187,99.87,50,125,100.05,100.26
"188",188,100.39,49,121,100.56,100.7
"189",189,100.89,51,118,101.1,101.24
"190",190,101.39,54,118,101.58,101.8
"191",191,101.91,51,117,102.1,102.24
"192",192,102.45,48,117,102.64,102.88
"193",193,102.99,52,113,103.16,103.32
"194",194,103.49,51,113,103.67,103.88
"195",195,104.01,51,115,104.19,104.42
"196",196,104.55,48,113,104.73,104.88
"197",197,105.07,50,113,105.26,105.46
"198",198,105.61,56,113,105.78,106.02
"199",199,106.09,56,116,106.28,106.52
"200",200,106.63,51,115,106.81,107.02
"201",201,107.15,56,115,107.34,107.52
"202",202,107.69,61,115,107.85,108.06
"203",203,108.17,58,116,108.37,108.58
"204",204,108.69,59,116,108.87,109.1
"205",205,109.19,57,116,109.38,109.62
"206",206,109.71,57,116,109.9,110.1
"207",207,110.23,57,118,110.41,110.6
"208",208,110.75,55,116,110.92,111.14
"209",209,111.25,56,116,111.44,111.66
"210",210,111.77,55,115,111.96,112.2
"211",211,112.29,59,115,112.48,112.66
"212",212,112.83,57,116,112.99,113.22
"213",213,113.33,55,115,113.52,113.68
"214",214,113.83,57,117,114.02,114.24
"215",215,114.35,55,117,114.52,114.76
"216",216,114.85,55,118,115.05,115.32
"217",217,115.35,57,116,115.56,115.76
"218",218,115.89,55,115,116.07,116.34
"219",219,116.39,51,116,116.58,116.82
"220",220,116.93,54,116,117.1,117.36
"221",221,117.45,55,115,117.63,117.78
"222",222,117.93,56,118,118.1,118.34
"223",223,118.43,55,120,118.6,118.86
"224",224,118.95,52,121,119.12,119.34
"225",225,119.47,57,116,119.64,119.82
"226",226,119.97,59,116,120.14,120.36
"227",227,120.47,55,116,120.66,120.86
"228",228,120.99,56,118,121.16,121.38
"229",229,121.51,54,116,121.68,121.9
"230",230,121.99,55,116,122.19,122.44
"231",231,122.53,55,115,122.71,122.94
"232",232,123.03,55,116,123.22,123.46
"233",233,123.55,55,118,123.73,123.96
"234",234,124.05,58,118,124.24,124.44
"235",235,124.55,55,118,124.74,124.96
"236",236,125.05,56,120,125.23,125.42
"237",237,125.55,57,121,125.73,125.96
"238",238,126.03,56,121,126.22,126.48
"239",239,126.53,52,120,126.72,126.98
"240",240,127.05,55,118,127.25,127.4
"241",241,127.55,55,118,127.73,127.96
"242",242,128.05,55,118,128.24,128.46
"243",243,128.53,54,120,128.73,128.9
"244",244,129.05,56,120,129.24,129.4
"245",245,129.53,56,123,129.7,129.88
"246",246,130.01,55,123,130.2,130.42
"247",247,130.53,57,123,130.71,130.92
"248",248,131.01,55,120,131.2,131.42
"249",249,131.51,55,120,131.71,131.92
"250",250,132.05,55,120,132.21,132.46
"251",251,132.49,52,118,132.72,132.94
"252",252,133.05,52,118,133.22,133.48
"253",253,133.57,49,115,133.75,133.98
"254",254,134.07,50,117,134.25,134.46
"255",255,134.57,51,118,134.74,134.94
"256",256,135.09,52,121,135.24,135.38
"257",257,135.55,51,123,135.72,135.92
"258",258,136.05,49,120,136.23,136.44
"259",259,136.57,50,120,136.73,136.94
"260",260,137.05,53,120,137.23,137.42
"261",261,137.55,50,121,137.72,137.94
"262",262,138.05,52,121,138.22,138.4
"263",263,138.55,51,120,138.72,138.9
"264",264,139.05,50,120,139.21,139.42
"265",265,139.53,51,121,139.69,139.86
"266",266,140.01,50,123,140.18,140.34
"267",267,140.51,52,123,140.68,140.9
"268",268,141.01,52,121,141.17,141.38
"269",269,141.51,51,121,141.66,141.82
"270",270,141.99,51,121,142.16,142.36
"271",271,142.51,50,120,142.68,142.84
"272",272,142.99,52,121,143.14,143.36
"273",273,143.47,51,123,143.63,143.84
"274",274,143.93,53,126,144.1,144.32
"275",275,144.43,52,125,144.58,144.78
"276",276,144.89,50,125,145.06,145.26
"277",277,145.37,54,125,145.54,145.74
"278",278,145.85,51,125,146.01,146.22
"279",279,146.33,53,125,146.5,146.66
"280",280,146.83,55,123,147,147.2
"281",281,147.33,52,123,147.49,147.64
"282",282,147.81,51,121,147.98,148.18
"283",283,148.29,55,125,148.45,148.6
"284",284,148.77,55,123,148.94,149.16
"285",285,149.25,50,123,149.43,149.6
"286",286,149.77,59,121,149.91,150.06
"287",287,150.23,55,123,150.4,150.58
"288",288,150.75,54,123,150.9,151.06
"289",289,151.21,51,121,151.4,151.56
"290",290,151.73,51,120,151.89,152.1
"291",291,152.21,51,120,152.39,152.56
"292",292,152.71,51,121,152.88,153.14
"293",293,153.25,59,120,153.4,153.62
"294",294,153.73,57,120,153.9,154.12
"295",295,154.23,59,118,154.4,154.56
"296",296,154.75,58,120,154.9,155.08
"297",297,155.19,54,123,155.37,155.54
"298",298,155.71,53,120,155.9,156.12
"299",299,156.23,53,118,156.4,156.64
"300",300,156.75,57,115,156.93,157.1
"301",301,157.27,56,118,157.42,157.64
"302",302,157.79,53,118,157.95,158.16
"303",303,158.27,55,118,158.44,158.64
"304",304,158.77,56,118,158.94,159.18
"305",305,159.27,52,118,159.45,159.62
"306",306,159.81,55,118,159.96,160.18
"307",307,160.29,53,118,160.46,160.62
"308",308,160.77,55,121,160.94,161.1
"309",309,161.27,51,121,161.43,161.6
"310",310,161.73,52,121,161.92,162.08
"311",311,162.23,51,120,162.42,162.64
"312",312,162.77,51,120,162.93,163.12
"313",313,163.27,51,120,163.43,163.6
"314",314,163.77,51,120,163.93,164.08
"315",315,164.25,52,121,164.41,164.58
"316",316,164.73,51,123,164.9,165.06
"317",317,165.21,52,123,165.39,165.58
"318",318,165.69,52,123,165.87,166.1
"319",319,166.19,51,121,166.37,166.58
"320",320,166.65,49,123,166.85,167.02
"321",321,167.17,45,123,167.34,167.48
"322",322,167.63,48,125,167.81,167.98
"323",323,168.11,48,125,168.29,168.48
"324",324,168.63,51,123,168.79,169.02
"325",325,169.13,51,121,169.3,169.5
"326",326,169.61,50,120,169.79,170.02
"327",327,170.09,46,123,170.26,170.48
"328",328,170.59,48,123,170.75,170.9
"329",329,171.07,50,125,171.24,171.44
"330",330,171.59,51,120,171.75,171.94
"331",331,172.07,49,121,172.23,172.46
"332",332,172.55,47,120,172.73,172.96
"333",333,173.03,48,123,173.21,173.38
"334",334,173.51,47,123,173.69,173.92
"335",335,174.01,49,123,174.19,174.4
"336",336,174.51,49,120,174.71,174.86
"337",337,175.03,50,120,175.2,175.4
"338",338,175.53,50,118,175.71,175.9
"339",339,176.03,53,121,176.19,176.42
"340",340,176.51,52,121,176.68,176.84
"341",341,177.01,53,123,177.18,177.36
"342",342,177.49,52,121,177.67,177.86
"343",343,178.01,53,120,178.17,178.36
"344",344,178.51,51,120,178.69,178.86
"345",345,178.99,50,118,179.19,179.4
"346",346,179.49,51,120,179.67,179.88
"347",347,179.99,51,118,180.18,180.38
"348",348,180.53,52,120,180.69,180.9
"349",349,181.03,51,116,181.2,181.44
"350",350,181.55,51,116,181.72,181.86
"351",351,182.07,57,116,182.23,182.5
"352",352,182.57,54,118,182.73,182.9
"353",353,183.09,55,118,183.25,183.4
"354",354,183.59,52,118,183.76,183.92
"355",355,184.09,52,118,184.26,184.42
"356",356,184.61,50,117,184.79,184.96
"357",357,185.13,50,117,185.29,185.52
"358",358,185.59,52,118,185.78,185.98
"359",359,186.11,54,121,186.28,186.5
"360",360,186.61,50,120,186.79,186.96
"361",361,187.11,50,118,187.29,187.46
"362",362,187.63,52,118,187.8,188.02
"363",363,188.13,53,120,188.3,188.46
"364",364,188.63,53,118,188.81,188.98
"365",365,189.15,55,118,189.31,189.46
"366",366,189.63,57,118,189.82,189.98
"367",367,190.15,54,120,190.32,190.54
"368",368,190.65,54,118,190.84,191.08
"369",369,191.17,51,118,191.34,191.6
"370",370,191.69,51,115,191.87,192.06
"371",371,192.23,47,115,192.4,192.54
"372",372,192.69,45,113,192.91,193.14
"373",373,193.27,48,115,193.43,193.58
"374",374,193.77,50,115,193.95,194.1
"375",375,194.29,51,116,194.45,194.62
"376",376,194.79,50,118,194.96,195.1
"377",377,195.29,51,121,195.43,195.6
"378",378,195.77,52,121,195.93,196.14
"379",379,196.27,50,121,196.43,196.66
"380",380,196.75,52,121,196.93,197.08
"381",381,197.25,52,123,197.4,197.56
"382",382,197.73,48,123,197.89,198.04
"383",383,198.23,43,125,198.36,198.62
"384",384,198.75,39,121,198.88,199.02
"385",385,199.21,36,123,199.36,199.54
"386",386,199.69,31,121,199.83,199.96
"387",387,200.15,24,126,200.29,200.46
"388",388,204.82,63,127,205.07,205.66
"389",389,205.87,61,104,206.14,206.54
"390",390,206.81,52,84,207.05,207.26
"391",391,207.53,54,66,207.83,208
"392",392,208.38,58,72,208.64,208.84
"393",393,209.15,52,76,209.42,209.58
"394",394,209.96,52,75,210.24,210.42
"395",395,210.73,52,75,211.02,211.2
"396",396,211.53,50,75,211.82,212
"397",397,212.27,46,75,212.63,212.82
"398",398,213.03,50,77,213.34,213.58
"399",399,213.79,51,79,214.08,214.28
"400",400,214.57,51,80,214.87,215.08
"401",401,215.41,49,78,215.66,215.82
"402",402,216.15,47,77,216.41,216.58
"403",403,216.89,49,78,217.17,217.36
"404",404,217.61,51,80,217.9,218.08
"405",405,218.35,49,79,218.67,218.92
"406",406,218.97,49,86,219.27,219.5
"407",407,219.65,51,87,219.97,220.2
"408",408,220.37,56,92,220.64,220.84
"409",409,220.93,55,90,221.27,221.74
"410",410,222.27,14,92,222.52,222.71
