"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"70",70,36.21,49,123,36.43,36.6
"71",71,36.71,48,123,36.91,37.14
"72",72,37.19,50,121,37.41,37.58
"73",73,37.69,49,123,37.88,38.08
"74",74,38.17,47,123,38.37,38.54
"75",75,38.65,49,125,38.85,39.04
"76",76,39.13,46,125,39.33,39.52
"77",77,39.61,48,125,39.82,40.02
"78",78,40.11,47,123,40.3,40.5
"79",79,40.59,47,123,40.79,41
"80",80,41.09,51,121,41.29,41.48
"81",81,41.57,50,123,41.77,41.96
"82",82,42.05,49,121,42.28,42.5
"83",83,42.59,49,120,42.79,43
"84",84,43.09,46,118,43.29,43.5
"85",85,43.61,49,118,43.78,44
"86",86,44.09,48,121,44.27,44.5
"87",87,44.57,49,121,44.77,44.96
"88",88,45.03,48,125,45.23,45.44
"89",89,45.51,43,125,45.7,45.88
"90",90,45.99,47,128,46.17,46.38
"91",91,46.43,44,128,46.63,46.84
"92",92,46.93,41,126,47.13,47.32
"93",93,47.43,48,125,47.6,47.8
"94",94,47.89,48,123,48.08,48.28
"95",95,48.36,46,126,48.55,48.77
"96",96,48.85,45,125,49.05,49.26
"97",97,49.31,46,126,49.51,49.7
"98",98,49.79,47,126,49.97,50.16
"99",99,50.23,43,130,50.43,50.62
"100",100,50.69,43,128,50.9,51.1
"101",101,51.17,42,128,51.37,51.58
"102",102,51.65,42,126,51.85,52.02
"103",103,52.13,43,128,52.31,52.5
"104",104,52.59,40,126,52.78,52.96
"105",105,53.05,40,128,53.25,53.48
"106",106,53.53,39,126,53.73,53.92
"107",107,54.01,39,126,54.2,54.38
"108",108,54.47,38,126,54.66,54.84
"109",109,54.93,40,126,55.14,55.32
"110",110,55.41,38,128,55.61,55.78
"111",111,55.89,38,128,56.07,56.26
"112",112,56.37,40,128,56.54,56.74
"113",113,56.79,40,126,57.02,57.22
"114",114,57.31,40,126,57.48,57.7
"115",115,57.77,41,128,57.95,58.12
"116",116,58.21,42,132,58.39,58.6
"117",117,58.67,42,130,58.87,59.06
"118",118,59.15,46,128,59.35,59.56
"119",119,59.63,44,125,59.83,60.02
"120",120,60.09,44,125,60.31,60.48
"121",121,60.57,44,125,60.78,60.96
"122",122,61.05,43,125,61.26,61.44
"123",123,61.53,41,125,61.74,61.92
"124",124,61.99,43,126,62.21,62.38
"125",125,62.47,43,128,62.68,62.88
"126",126,62.93,40,128,63.14,63.36
"127",127,63.43,46,126,63.63,63.84
"128",128,63.89,45,125,64.11,64.3
"129",129,64.37,42,125,64.59,64.78
"130",130,64.87,40,125,65.06,65.24
"131",131,65.37,45,125,65.54,65.74
"132",132,65.85,41,125,66.03,66.22
"133",133,66.31,37,125,66.49,66.68
"134",134,66.75,45,128,66.94,67.14
"135",135,67.23,42,128,67.43,67.62
"136",136,67.65,45,132,67.87,68.06
"137",137,68.13,43,128,68.34,68.54
"138",138,68.62,44,128,68.82,69.03
"139",139,69.11,40,126,69.29,69.5
"140",140,69.59,38,126,69.76,69.94
"141",141,70.05,38,128,70.22,70.4
"142",142,70.51,35,128,70.68,70.88
"143",143,70.95,45,130,71.15,71.34
"144",144,71.41,43,128,71.62,71.82
"145",145,71.89,45,130,72.07,72.26
"146",146,72.33,45,130,72.53,72.74
"147",147,72.81,44,130,73,73.18
"148",148,73.29,53,130,73.45,73.66
"149",149,73.71,48,128,73.93,74.12
"150",150,74.17,45,130,74.38,74.58
"151",151,74.65,46,126,74.87,75.08
"152",152,75.15,45,126,75.34,75.56
"153",153,75.61,45,128,75.79,75.98
"154",154,76.09,43,128,76.26,76.46
"155",155,76.57,42,130,76.73,76.94
"156",156,77.03,37,126,77.2,77.42
"157",157,77.49,43,130,77.65,77.88
"158",158,77.91,47,130,78.12,78.32
"159",159,78.41,41,130,78.59,78.78
"160",160,78.87,42,126,79.08,79.26
"161",161,79.33,42,125,79.54,79.74
"162",162,79.79,41,126,80.01,80.22
"163",163,80.29,45,128,80.47,80.68
"164",164,80.75,49,130,80.93,81.12
"165",165,81.19,45,130,81.4,81.62
"166",166,81.65,44,130,81.86,82.06
"167",167,82.13,42,128,82.33,82.54
"168",168,82.59,52,128,82.79,83
"169",169,83.07,47,128,83.26,83.46
"170",170,83.53,46,126,83.74,83.94
"171",171,84.01,49,125,84.22,84.42
"172",172,84.47,48,127,84.68,84.9
"173",173,84.95,46,128,85.15,85.36
"174",174,85.43,42,130,85.62,85.82
"175",175,85.89,43,126,86.08,86.26
"176",176,86.33,45,130,86.52,86.74
"177",177,86.81,45,132,86.97,87.16
"178",178,87.23,43,134,87.43,87.64
"179",179,87.71,44,130,87.9,88.1
"180",180,88.19,44,128,88.37,88.56
"181",181,88.63,45,128,88.83,89.02
"182",182,89.09,43,130,89.29,89.5
"183",183,89.57,43,126,89.79,89.96
"184",184,90.05,40,125,90.27,90.48
"185",185,90.57,40,120,90.8,90.98
"186",186,91.07,37,120,91.29,91.5
"187",187,91.59,39,118,91.78,91.98
"188",188,92.09,37,120,92.29,92.46
"189",189,92.59,43,123,92.75,92.96
"190",190,93.01,41,125,93.23,93.42
"191",191,93.49,38,125,93.72,93.9
"192",192,93.97,37,125,94.19,94.4
"193",193,94.47,38,126,94.65,94.84
"194",194,94.93,40,130,95.12,95.32
"195",195,95.37,39,128,95.59,95.82
"196",196,95.89,39,126,96.07,96.26
"197",197,96.35,37,125,96.54,96.74
"198",198,96.81,38,126,97.01,97.22
"199",199,97.27,38,128,97.46,97.66
"200",200,97.75,36,128,97.94,98.14
"201",201,98.23,36,128,98.41,98.62
"202",202,98.69,35,126,98.88,99.06
"203",203,99.15,36,128,99.34,99.54
"204",204,99.61,37,128,99.81,100
"205",205,100.09,36,130,100.27,100.48
"206",206,100.55,37,128,100.75,100.96
"207",207,101.03,36,126,101.22,101.4
"208",208,101.49,37,125,101.7,101.9
"209",209,101.99,40,125,102.18,102.4
"210",210,102.47,37,126,102.65,102.86
"211",211,102.93,40,126,103.13,103.32
"212",212,103.41,39,126,103.61,103.82
"213",213,103.89,36,123,104.1,104.3
"214",214,104.35,37,123,104.58,104.78
"215",215,104.85,38,123,105.07,105.26
"216",216,105.35,38,126,105.52,105.72
"217",217,105.83,35,126,106.01,106.24
"218",218,106.31,29,123,106.51,106.7
"219",219,106.79,34,121,107.01,107.22
"220",220,107.31,34,120,107.51,107.94
