"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"125",125,177.91,45,126,178.08,178.24
"126",126,178.39,43,126,178.54,178.68
"127",127,178.85,47,128,179.01,179.14
"128",128,179.33,38,130,179.47,179.6
"129",129,179.79,37,126,179.96,180.12
"130",130,180.29,39,125,180.45,180.6
"131",131,180.77,40,123,180.92,181.06
"132",132,181.27,40,121,181.45,181.6
"133",133,181.83,42,115,182,182.16
"134",134,182.37,47,112,182.54,182.68
"135",135,182.87,46,114,183.03,183.16
"136",136,183.37,47,118,183.52,183.66
"137",137,183.87,47,118,184.07,184.2
"138",138,184.39,45,118,184.55,184.68
"139",139,184.89,39,118,185.06,185.18
"140",140,185.37,41,120,185.54,185.68
"141",141,185.87,43,120,186.04,186.2
"142",142,186.37,50,123,186.51,186.66
"143",143,186.85,48,121,187.02,187.18
"144",144,187.37,50,121,187.55,187.68
"145",145,187.85,47,118,188.03,188.16
"146",146,188.33,50,125,188.47,188.64
"147",147,188.83,47,125,188.97,189.12
"148",148,189.27,49,127,189.45,189.6
"149",149,189.73,47,125,189.9,190.06
"150",150,190.23,50,126,190.38,190.54
"151",151,190.71,47,125,190.88,191.04
"152",152,191.23,39,120,191.4,191.56
"153",153,191.75,45,118,191.91,192.06
"154",154,192.23,44,118,192.4,192.56
"155",155,192.73,52,123,192.88,193.04
"156",156,193.25,50,120,193.41,193.58
"157",157,193.79,48,116,193.96,194.1
"158",158,194.29,45,112,194.46,194.62
"159",159,194.79,47,117,194.95,195.1
"160",160,195.27,43,121,195.45,195.6
"161",161,195.75,43,121,195.94,196.08
"162",162,196.27,48,121,196.43,196.58
"163",163,196.75,51,123,196.91,197.06
"164",164,197.25,51,123,197.41,197.56
"165",165,197.75,45,121,197.9,198.06
"166",166,198.21,39,123,198.37,198.5
"167",167,198.69,45,123,198.88,199.02
"168",168,199.19,48,123,199.36,199.52
"169",169,199.69,46,121,199.85,199.98
"170",170,200.15,48,125,200.31,200.46
"171",171,200.65,45,125,200.81,200.96
"172",172,201.11,47,126,201.27,201.42
"173",173,201.59,45,125,201.74,201.9
"174",174,202.05,41,126,202.23,202.36
"175",175,202.51,45,126,202.68,202.84
"176",176,203.03,53,125,203.19,203.36
"177",177,203.59,50,119,203.75,203.9
"178",178,204.09,51,115,204.26,204.4
"179",179,204.57,50,117,204.73,204.9
"180",180,205.11,50,120,205.26,205.44
"181",181,205.61,55,121,205.75,205.92
"182",182,206.11,56,120,206.25,206.42
"183",183,206.63,56,121,206.75,206.94
"184",184,207.13,57,119,207.26,207.42
"185",185,207.63,54,118,207.77,207.92
"186",186,208.15,58,117,208.28,208.42
"187",187,208.64,55,116,208.79,208.94
"188",188,209.16,54,116,209.3,209.44
"189",189,209.66,55,118,209.78,209.93
"190",190,210.14,55,122,210.27,210.42
"191",191,210.63,54,124,210.75,210.91
"192",192,211.14,52,122,211.27,211.41
"193",193,211.64,52,120,211.76,211.9
"194",194,212.11,53,118,212.26,212.41
"195",195,212.61,54,123,212.73,212.88
"196",196,213.09,53,123,213.22,213.38
"197",197,213.57,51,123,213.72,213.86
"198",198,214.07,47,119,214.21,214.34
"199",199,214.53,56,126,214.66,214.84
"200",200,215.04,52,126,215.17,215.31
"201",201,215.52,51,126,215.66,215.82
"202",202,216,51,121,216.15,216.31
"203",203,216.49,49,121,216.63,216.78
"204",204,216.98,54,125,217.1,217.26
"205",205,217.47,53,125,217.59,217.76
"206",206,217.93,51,125,218.08,218.22
"207",207,218.41,48,121,218.57,218.72
"208",208,218.85,38,120,219.08,219.18
"209",209,219.35,46,125,219.51,219.66
"210",210,219.79,51,130,219.95,220.12
"211",211,220.27,49,134,220.41,220.54
"212",212,220.79,52,127,220.93,221.1
"213",213,221.27,50,123,221.42,221.58
"214",214,221.75,48,121,221.89,222.04
"215",215,222.21,49,128,222.34,222.48
"216",216,222.65,49,130,222.8,222.94
"217",217,223.11,47,132,223.25,223.4
"218",218,223.59,47,130,223.73,223.86
"219",219,224.05,50,128,224.2,224.34
"220",220,224.53,46,126,224.67,224.82
"221",221,224.99,45,126,225.13,225.26
"222",222,225.43,52,128,225.59,225.74
"223",223,225.93,49,128,226.07,226.22
"224",224,226.41,45,125,226.56,226.72
"225",225,226.87,45,127,227.02,227.16
"226",226,227.33,54,128,227.48,227.67
"227",227,227.83,49,130,227.96,228.1
"228",228,228.27,51,126,228.43,228.58
"229",229,228.75,48,126,228.89,229.04
"230",230,229.21,51,128,229.35,229.5
"231",231,229.67,49,130,229.82,229.96
"232",232,230.14,44,132,230.26,230.44
