"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"27501",275000,-4.86,7.509,4.059
"27502",275010,-4.786,7.509,3.984
"27503",275020,-4.785,7.433,3.908
"27504",275030,-4.71,7.282,3.907
"27505",275040,-4.71,7.282,3.907
"27506",275050,-4.636,7.282,3.906
"27507",275060,-4.636,7.357,3.982
"27508",275070,-4.637,7.433,3.982
"27509",275080,-4.711,7.433,3.983
"27510",275090,-4.711,7.509,3.983
"27511",275100,-4.711,7.509,4.058
"27512",275110,-4.711,7.509,4.133
"27513",275120,-4.712,7.585,4.134
"27514",275130,-4.712,7.585,4.134
"27515",275140,-4.637,7.509,4.057
"27516",275150,-4.711,7.433,3.983
"27517",275160,-4.711,7.433,3.983
"27518",275170,-4.785,7.433,3.983
"27519",275180,-4.86,7.433,3.909
"27520",275190,-4.934,7.433,3.985
"27521",275200,-4.934,7.433,3.985
"27522",275210,-4.934,7.433,4.059
"27523",275220,-4.935,7.509,3.985
"27524",275230,-4.935,7.585,3.986
"27525",275240,-4.935,7.585,3.911
"27526",275250,-5.009,7.585,3.836
"27527",275260,-5.01,7.661,3.837
"27528",275270,-5.01,7.661,3.837
"27529",275280,-5.01,7.661,3.837
"27530",275290,-5.084,7.661,3.837
"27531",275300,-5.084,7.585,3.762
"27532",275310,-5.083,7.509,3.761
"27533",275320,-5.083,7.433,3.761
"27534",275330,-5.009,7.509,3.836
"27535",275340,-4.935,7.585,3.836
"27536",275350,-4.86,7.585,3.91
"27537",275360,-4.711,7.509,3.908
"27538",275370,-4.636,7.282,3.756
"27539",275380,-4.635,7.054,3.755
"27540",275390,-4.56,6.826,3.678
"27541",275400,-4.485,6.751,3.676
"27542",275410,-4.485,6.599,3.75
"27543",275420,-4.559,6.599,3.976
"27544",275430,-4.633,6.599,4.051
"27545",275440,-4.633,6.523,3.901
"27546",275450,-4.408,6.144,3.597
"27547",275460,-3.885,5.385,2.913
"27548",275470,-3.359,4.171,2.525
"27549",275480,-2.982,2.958,2.589
"27550",275490,-2.832,2.503,3.034
"27551",275500,-2.907,2.73,3.336
"27552",275510,-3.429,3.109,3.268
"27553",275520,-4.398,3.489,2.679
"27554",275530,-5.219,4.02,1.791
"27555",275540,-5.297,5.082,1.349
"27556",275550,-5.304,6.826,1.96
"27557",275560,-5.385,8.647,2.873
"27558",275570,-4.573,10.164,3.101
"27559",275580,-3.383,10.392,3.093
"27560",275590,-4.121,8.723,3.762
"27561",275600,-6.273,7.282,4.969
"27562",275610,-8.135,7.813,6.636
"27563",275620,-9.705,9.557,7.561
"27564",275630,-11.496,11.075,7.361
"27565",275640,-13.137,11.985,6.782
"27566",275650,-13.14,12.743,6.187
"27567",275660,-10.46,12.516,5.114
"27568",275670,-6.652,9.026,4.01
"27569",275680,-5.45,5.992,5.028
"27570",275690,-6.495,6.978,5.793
"27571",275700,-7.918,9.406,5.372
"27572",275710,-9.041,11.075,4.493
"27573",275720,-10.012,11.985,3.908
"27574",275730,-10.681,11.985,3.989
"27575",275740,-10.979,11.909,4.365
"27576",275750,-10.83,11.909,4.814
"27577",275760,-10.531,11.681,5.109
"27578",275770,-10.157,10.999,4.877
"27579",275780,-8.738,9.861,4.033
"27580",275790,-6.131,8.951,3.405
"27581",275800,-3.45,8.344,3.379
"27582",275810,-1.435,6.826,3.277
"27583",275820,-0.085,4.171,2.123
"27584",275830,0.595,1.592,0.751
"27585",275840,0.823,0.151,0.065
"27586",275850,0.825,-0.228,0.212
"27587",275860,0.451,0.227,0.668
"27588",275870,0.15,1.061,1.576
"27589",275880,-0.149,1.516,2.63
"27590",275890,-0.744,1.44,3.009
"27591",275900,-1.412,1.061,2.713
"27592",275910,-2.305,0.909,2.419
"27593",275920,-3.348,1.213,2.13
"27594",275930,-4.243,1.971,2.143
"27595",275940,-5.215,2.958,2.608
"27596",275950,-6.41,4.247,2.402
"27597",275960,-7.311,6.295,1.299
"27598",275970,-7.395,8.875,0.343
"27599",275980,-6.434,10.316,0.045
"27600",275990,-4.574,10.392,-0.194
"27601",276000,-3.009,9.785,0.987
"27602",276010,-2.337,9.254,3.151
"27603",276020,-2.407,8.116,4.942
"27604",276030,-3.964,6.675,5.32
"27605",276040,-7.087,6.22,4.819
"27606",276050,-9.92,7.433,4.251
"27607",276060,-11.417,9.709,5.028
"27608",276070,-12.019,11.53,5.72
"27609",276080,-11.875,12.743,6.027
"27610",276090,-11.431,13.502,6.103
"27611",276100,-10.614,13.881,5.799
"27612",276110,-8.078,12.137,4.642
"27613",276120,-5.753,7.585,4.142
"27614",276130,-5.895,5.84,5.48
"27615",276140,-7.47,8.951,6.114
"27616",276150,-8.821,12.061,4.948
"27617",276160,-9.715,12.288,3.908
"27618",276170,-10.455,11.302,3.907
"27619",276180,-10.305,10.847,4.577
"27620",276190,-9.262,10.619,4.792
"27621",276200,-8.217,9.785,4.627
"27622",276210,-7.469,8.799,4.09
"27623",276220,-6.721,7.737,3.552
"27624",276230,-5.677,6.978,3.388
"27625",276240,-4.708,6.751,3.828
"27626",276250,-3.443,6.523,3.966
"27627",276260,-2.323,5.537,3.35
"27628",276270,-1.722,4.247,2.512
"27629",276280,-1.943,3.64,1.91
"27630",276290,-2.689,4.02,1.545
"27631",276300,-3.213,4.854,1.48
"27632",276310,-3.438,5.309,1.56
"27633",276320,-3.735,5.233,1.936
"27634",276330,-4.254,4.702,2.237
"27635",276340,-4.55,4.323,2.611
"27636",276350,-4.327,4.247,2.909
"27637",276360,-3.657,4.247,3.128
"27638",276370,-3.136,4.247,2.974
"27639",276380,-3.062,4.247,2.673
"27640",276390,-3.286,4.399,2.376
"27641",276400,-3.212,4.627,2.003
"27642",276410,-2.692,4.854,1.7
"27643",276420,-2.321,5.082,1.774
