"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"9901",99000,-0.991,-1.664,9.824
"9902",99010,-0.991,-1.74,9.823
"9903",99020,-0.991,-1.74,9.749
"9904",99030,-0.991,-1.74,9.749
"9905",99040,-0.991,-1.74,9.823
"9906",99050,-0.991,-1.74,9.823
"9907",99060,-0.991,-1.74,9.823
"9908",99070,-0.991,-1.74,9.823
"9909",99080,-0.991,-1.664,9.824
"9910",99090,-0.991,-1.664,9.75
"9911",99100,-0.916,-1.664,9.749
"9912",99110,-0.916,-1.74,9.748
"9913",99120,-0.991,-1.74,9.823
"9914",99130,-0.991,-1.664,9.75
"9915",99140,-0.991,-1.74,9.749
"9916",99150,-0.991,-1.74,9.749
"9917",99160,-0.991,-1.664,9.75
"9918",99170,-0.991,-1.664,9.75
"9919",99180,-0.991,-1.664,9.75
"9920",99190,-0.991,-1.664,9.75
"9921",99200,-0.991,-1.664,9.75
"9922",99210,-0.991,-1.664,9.75
"9923",99220,-0.991,-1.664,9.824
"9924",99230,-0.916,-1.74,9.822
"9925",99240,-0.916,-1.74,9.748
"9926",99250,-0.916,-1.74,9.748
"9927",99260,-0.991,-1.815,9.748
"9928",99270,-0.991,-1.89,9.747
"9929",99280,-0.991,-1.815,9.748
"9930",99290,-0.991,-1.74,9.749
"9931",99300,-1.066,-1.815,9.675
"9932",99310,-1.066,-1.815,9.749
"9933",99320,-1.066,-1.815,9.675
"9934",99330,-1.066,-1.74,9.75
"9935",99340,-0.991,-1.664,9.824
"9936",99350,-0.842,-1.589,9.748
"9937",99360,-0.842,-1.514,9.749
"9938",99370,-0.917,-1.589,9.824
"9939",99380,-0.916,-1.664,9.823
"9940",99390,-0.991,-1.815,9.748
"9941",99400,-0.991,-1.965,9.747
"9942",99410,-1.065,-1.965,9.748
"9943",99420,-1.066,-1.89,9.748
"9944",99430,-0.991,-1.74,9.749
"9945",99440,-0.916,-1.664,9.749
"9946",99450,-0.991,-1.664,9.75
"9947",99460,-0.991,-1.589,9.751
"9948",99470,-0.991,-1.664,9.75
"9949",99480,-0.916,-1.74,9.748
"9950",99490,-0.916,-1.74,9.748
"9951",99500,-0.916,-1.815,9.747
"9952",99510,-0.991,-1.815,9.674
"9953",99520,-0.991,-1.89,9.747
"9954",99530,-0.991,-1.89,9.747
"9955",99540,-0.991,-1.815,9.748
