"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"134",134,83.23,60,108,83.44,83.7
"135",135,83.79,59,111,83.99,84.2
"136",136,84.33,57,109,84.54,84.76
"137",137,84.85,60,111,85.06,85.28
"138",138,85.39,56,109,85.62,85.82
"139",139,85.95,56,111,86.16,86.36
"140",140,86.51,59,108,86.72,86.92
"141",141,87.05,59,111,87.25,87.44
"142",142,87.57,52,109,87.8,88
"143",143,88.11,57,112,88.32,88.54
"144",144,88.65,58,111,88.87,89.06
"145",145,89.19,57,111,89.42,89.64
"146",146,89.75,59,109,89.96,90.16
"147",147,90.27,59,109,90.51,90.74
"148",148,90.83,59,111,91.05,91.26
"149",149,91.37,57,112,91.57,91.8
"150",150,91.89,59,112,92.1,92.36
"151",151,92.43,56,111,92.66,92.88
"152",152,92.95,57,111,93.18,93.4
"153",153,93.47,56,112,93.7,93.92
"154",154,94.01,59,113,94.24,94.52
"155",155,94.55,54,112,94.78,95
"156",156,95.09,55,112,95.29,95.52
"157",157,95.61,55,113,95.82,96.04
"158",158,96.11,54,115,96.34,96.58
"159",159,96.63,57,115,96.85,97.06
"160",160,97.15,60,116,97.37,97.62
"161",161,97.67,59,114,97.92,98.14
"162",162,98.21,59,112,98.46,98.66
"163",163,98.73,59,109,99,99.22
"164",164,99.31,60,109,99.56,99.82
"165",165,99.89,61,107,100.13,100.36
"166",166,100.41,55,107,100.68,100.9
"167",167,100.95,59,109,101.2,101.46
"168",168,101.55,54,109,101.77,102.02
"169",169,102.09,54,111,102.3,102.56
"170",170,102.63,53,108,102.86,103.1
"171",171,103.19,52,108,103.43,103.64
"172",172,103.71,52,108,103.95,104.24
"173",173,104.27,52,107,104.53,104.76
"174",174,104.81,57,111,105.06,105.28
"175",175,105.39,55,109,105.6,105.84
"176",176,105.91,53,111,106.15,106.36
"177",177,106.43,54,111,106.67,106.9
"178",178,106.99,54,109,107.23,107.44
"179",179,107.55,53,112,107.76,108.02
"180",180,108.07,56,109,108.31,108.58
"181",181,108.63,55,111,108.86,109.12
"182",182,109.19,52,107,109.42,109.66
"183",183,109.69,52,109,109.95,110.18
"184",184,110.23,58,111,110.48,110.72
"185",185,110.77,55,112,111.04,111.24
"186",186,111.33,55,112,111.56,111.78
"187",187,111.83,56,112,112.08,112.32
"188",188,112.39,52,112,112.63,112.84
"189",189,112.97,55,111,113.17,113.46
"190",190,113.49,56,109,113.72,113.96
"191",191,113.99,54,111,114.25,114.48
"192",192,114.55,51,109,114.8,115.04
"193",193,115.09,51,109,115.34,115.6
"194",194,115.65,52,111,115.88,116.2
"195",195,116.23,53,109,116.46,116.76
"196",196,116.85,52,104,117.09,117.4
"197",197,117.66,43,86,118.03,118.44
