"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"71",71,36.73,64,115,36.96,37.12
"72",72,37.25,64,116,37.47,37.66
"73",73,37.77,63,116,37.97,38.14
"74",74,38.27,63,118,38.47,38.65
"75",75,38.79,61,118,39,39.16
"76",76,39.31,62,116,39.51,39.68
"77",77,39.81,63,116,40.02,40.2
"78",78,40.33,64,118,40.52,40.7
"79",79,40.83,63,118,41.03,41.22
"80",80,41.3,63,118,41.52,41.69
"81",81,41.81,64,120,42.01,42.2
"82",82,42.31,62,121,42.51,42.7
"83",83,42.81,64,121,43.01,43.22
"84",84,43.29,62,120,43.51,43.7
"85",85,43.79,63,121,43.99,44.2
"86",86,44.27,62,121,44.5,44.68
"87",87,44.77,61,121,44.99,45.18
"88",88,45.25,61,121,45.47,45.72
"89",89,45.75,60,120,45.99,46.18
"90",90,46.25,61,120,46.48,46.72
"91",91,46.75,61,118,46.99,47.2
"92",92,47.27,60,120,47.49,47.74
"93",93,47.77,60,117,48,48.2
"94",94,48.29,61,120,48.49,48.72
"95",95,48.79,60,118,49.01,49.26
"96",96,49.31,58,119,49.53,49.74
"97",97,49.79,58,117,50.03,50.24
"98",98,50.31,61,119,50.53,50.74
"99",99,50.81,63,121,51.01,51.24
"100",100,51.27,61,121,51.51,51.72
"101",101,51.79,63,121,52.01,52.2
"102",102,52.27,62,122,52.51,52.68
"103",103,52.73,62,123,52.97,53.16
"104",104,53.25,61,124,53.47,53.68
"105",105,53.69,58,121,53.98,54.18
"106",106,54.21,63,123,54.43,54.64
"107",107,54.69,62,123,54.93,55.12
"108",108,55.19,60,123,55.42,55.62
"109",109,55.69,63,121,55.91,56.12
"110",110,56.17,63,123,56.39,56.6
"111",111,56.67,62,123,56.89,57.12
"112",112,57.17,63,123,57.37,57.58
"113",113,57.65,61,120,57.87,58.08
"114",114,58.15,63,123,58.35,58.54
"115",115,58.63,63,123,58.83,59.04
"116",116,59.11,62,125,59.33,59.52
"117",117,59.61,62,121,59.83,60.02
"118",118,60.11,61,120,60.32,60.56
"119",119,60.61,60,120,60.83,61.02
"120",120,61.07,60,120,61.32,61.5
"121",121,61.59,60,121,61.81,62.02
"122",122,62.09,62,121,62.31,62.52
"123",123,62.57,61,121,62.8,63
"124",124,63.07,62,121,63.28,63.5
"125",125,63.53,62,125,63.75,63.96
"126",126,64.01,58,123,64.28,64.46
"127",127,64.53,59,121,64.75,64.96
"128",128,65.01,62,121,65.22,65.42
"129",129,65.49,60,125,65.7,65.9
"130",130,65.95,62,126,66.18,66.36
"131",131,66.45,62,126,66.65,66.84
"132",132,66.93,63,125,67.14,67.32
"133",133,67.41,61,125,67.63,67.8
"134",134,67.95,62,120,68.15,68.32
"135",135,68.43,63,120,68.65,68.82
"136",136,68.87,62,118,69.15,69.36
"137",137,69.41,62,120,69.65,69.84
"138",138,69.87,62,118,70.16,70.36
"139",139,70.45,62,118,70.69,70.94
"140",140,70.97,61,116,71.18,71.44
"141",141,71.49,61,116,71.72,71.94
"142",142,71.99,62,116,72.2,72.4
"143",143,72.51,59,116,72.73,73
"144",144,73.03,58,115,73.27,73.44
"145",145,73.55,59,115,73.77,73.98
"146",146,74.07,59,115,74.28,74.46
"147",147,74.57,62,120,74.77,74.96
"148",148,75.08,61,117,75.31,75.49
"149",149,75.61,60,118,75.83,76.02
"150",150,76.11,56,114,76.34,76.5
"151",151,76.63,59,117,76.84,77.02
"152",152,77.13,57,117,77.35,77.52
"153",153,77.65,58,118,77.87,78.06
"154",154,78.17,59,116,78.39,78.56
"155",155,78.67,59,116,78.89,79.08
"156",156,79.21,61,116,79.4,79.6
"157",157,79.73,60,116,79.93,80.1
"158",158,80.25,60,115,80.47,80.65
"159",159,80.79,60,113,80.99,81.18
"160",160,81.29,57,112,81.53,81.7
"161",161,81.83,60,112,82.04,82.22
"162",162,82.37,60,113,82.57,82.76
"163",163,82.91,60,113,83.13,83.3
"164",164,83.45,61,112,83.64,83.82
"165",165,83.95,59,115,84.13,84.3
"166",166,84.45,58,117,84.64,84.82
"167",167,84.95,56,120,85.15,85.32
"168",168,85.45,57,118,85.65,85.82
"169",169,85.95,51,120,86.14,86.32
"170",170,86.44,52,120,86.66,86.82
"171",171,86.95,55,118,87.18,87.34
"172",172,87.45,55,118,87.69,87.84
"173",173,87.97,47,116,88.18,88.34
"174",174,88.47,52,120,88.68,88.84
"175",175,88.97,52,120,89.16,89.34
"176",176,89.47,52,120,89.68,89.84
"177",177,89.97,52,120,90.18,90.34
"178",178,90.49,52,118,90.68,90.84
"179",179,90.99,50,120,91.21,91.34
"180",180,91.51,50,115,91.72,91.88
"181",181,92.03,54,117,92.23,92.4
"182",182,92.55,54,117,92.74,92.92
"183",183,93.05,56,120,93.24,93.4
"184",184,93.53,51,118,93.75,93.92
"185",185,94.06,52,116,94.26,94.42
"186",186,94.55,48,115,94.78,94.92
"187",187,95.05,51,120,95.24,95.42
"188",188,95.57,48,118,95.77,95.92
"189",189,96.07,48,120,96.28,96.45
"190",190,96.55,49,117,96.78,96.94
"191",191,97.07,47,120,97.3,97.44
"192",192,97.59,50,120,97.78,97.96
"193",193,98.08,50,118,98.31,98.47
"194",194,98.61,48,116,98.82,98.98
"195",195,99.13,45,115,99.33,99.5
"196",196,99.65,44,115,99.87,100.05
