"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"11921",119200,-1.819,4.059,12.649
"11922",119210,-1.67,4.435,9.972
"11923",119220,-1.446,4.134,8.254
"11924",119230,-0.997,3.08,7.046
"11925",119240,-0.697,1.875,5.466
"11926",119250,-0.995,1.348,2.935
"11927",119260,-1.667,1.95,1.164
"11928",119270,-2.34,2.327,2.071
"11929",119280,-1.966,1.8,5.781
"11930",119290,-1.368,1.047,10.676
"11931",119300,-0.844,-0.233,13.483
"11932",119310,-0.32,-0.61,13.249
"11933",119320,-0.322,0.896,8.725
"11934",119330,-1.221,3.607,3.482
"11935",119340,-2.121,6.318,-1.76
"11936",119350,-1.969,4.812,0.901
"11937",119360,-1.969,4.36,1.417
"11938",119370,-1.595,3.833,2.746
"11939",119380,-1.073,4.134,4.453
"11940",119390,-0.775,4.586,7.728
"11941",119400,-0.923,4.059,12.264
"11942",119410,-1.294,1.875,14.479
"11943",119420,-1.44,-1.212,13.928
"11944",119430,-1.437,-3.697,11.893
"11945",119440,-1.661,-3.773,10.258
"11946",119450,-1.812,-1.965,9.312
"11947",119460,-1.666,0.52,8.517
"11948",119470,-1.369,2.553,7.864
"11949",119480,-1.37,3.231,7.797
"11950",119490,-1.892,2.402,8.316
"11951",119500,-2.712,0.971,9.281
"11952",119510,-3.083,-0.233,10.241
"11953",119520,-3.157,-0.761,10.534
"11954",119530,-2.859,-0.535,10.16
"11955",119540,-2.562,0.595,9.498
"11956",119550,-2.265,2.101,9.063
"11957",119560,-1.594,3.456,9.216
"11958",119570,-0.699,4.21,9.137
"11959",119580,-0.027,3.758,8.527
"11960",119590,-0.025,2.327,8.215
"11961",119600,-0.471,0.595,7.757
"11962",119610,-1.366,-0.309,5.974
"11963",119620,-2.188,0.068,3.459
"11964",119630,-2.19,1.649,0.201
"11965",119640,-1.071,3.005,-0.842
"11966",119650,0.273,2.478,1.366
"11967",119660,0.873,0.52,5.207
"11968",119670,0.725,-0.459,9.143
"11969",119680,-0.77,0.67,15.501
"11970",119690,-2.719,6.92,18.943
"11971",119700,-4.892,13.999,21.875
"11972",119710,-6.006,9.104,21.17
"11973",119720,-5.924,2.478,21.844
"11974",119730,-4.204,0.444,16.664
"11975",119740,-1.294,1.499,8.968
"11976",119750,1.544,1.047,7.733
"11977",119760,3.489,-1.589,8.348
"11978",119770,3.564,-1.965,9.236
"11979",119780,1.994,-0.836,12.767
"11980",119790,0.5,-0.083,15.326
"11981",119800,-0.92,1.724,15.217
"11982",119810,-2.266,3.306,14.508
"11983",119820,-3.312,3.607,13.93
"11984",119830,-3.609,2.553,12.733
"11985",119840,-3.013,3.456,13.032
"11986",119850,-2.568,5.791,14.389
"11987",119860,-2.195,6.544,12.755
"11988",119870,-2.195,6.318,11.487
"11989",119880,-1.82,5.038,10.873
"11990",119890,-1.071,3.005,10.023
"11991",119900,-0.249,1.724,9.105
"11992",119910,0.424,1.122,6.856
