"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"99",99,65.95,57,103,66.21,66.48
"100",100,66.51,58,104,66.77,67.02
"101",101,67.07,60,104,67.35,67.58
"102",102,67.69,58,105,67.92,68.18
"103",103,68.25,62,104,68.49,68.76
"104",104,68.85,60,103,69.09,69.32
"105",105,69.41,60,101,69.68,69.92
"106",106,69.99,59,103,70.23,70.48
"107",107,70.61,59,103,70.83,71.08
"108",108,71.17,58,104,71.41,71.68
"109",109,71.75,56,103,71.98,72.26
"110",110,72.33,59,104,72.55,72.8
"111",111,72.91,58,104,73.13,73.4
"112",112,73.47,54,103,73.7,73.96
"113",113,74.03,55,105,74.25,74.52
"114",114,74.57,58,107,74.82,75.08
"115",115,75.17,55,106,75.41,75.66
"116",116,75.73,58,104,75.96,76.2
"117",117,76.33,61,103,76.54,76.82
"118",118,76.89,58,102,77.16,77.42
"119",119,77.47,58,102,77.72,77.98
"120",120,78.05,59,102,78.29,78.58
"121",121,78.63,57,105,78.85,79.14
"122",122,79.23,55,105,79.42,79.68
"123",123,79.77,59,107,79.99,80.26
"124",124,80.35,53,105,80.55,80.8
"125",125,80.89,59,105,81.12,81.4
"126",126,81.47,60,104,81.71,81.98
"127",127,82.07,59,104,82.28,82.52
"128",128,82.61,58,105,82.83,83.08
"129",129,83.17,57,105,83.41,83.68
"130",130,83.75,59,105,83.98,84.26
"131",131,84.31,57,104,84.55,84.82
"132",132,84.93,62,103,85.15,85.42
"133",133,85.49,56,102,85.74,86
"134",134,86.05,57,102,86.31,86.58
"135",135,86.65,61,102,86.89,87.16
"136",136,87.23,59,104,87.46,87.74
"137",137,87.83,53,102,88.06,88.3
"138",138,88.41,56,104,88.62,88.88
"139",139,88.97,58,106,89.17,89.44
"140",140,89.53,58,107,89.74,90.02
"141",141,90.07,58,107,90.31,90.56
"142",142,90.61,62,105,90.87,91.12
"143",143,91.19,57,107,91.43,91.7
"144",144,91.73,57,107,91.99,92.26
"145",145,92.33,54,104,92.58,92.84
"146",146,92.91,56,106,93.13,93.38
"147",147,93.49,57,104,93.71,93.98
"148",148,94.03,56,107,94.26,94.52
"149",149,94.59,56,105,94.83,95.1
"150",150,95.13,55,107,95.39,95.6
"151",151,95.69,54,105,95.96,96.22
"152",152,96.29,57,105,96.53,96.78
"153",153,96.87,53,105,97.09,97.34
"154",154,97.43,53,105,97.66,97.9
"155",155,97.97,57,108,98.2,98.44
"156",156,98.51,54,108,98.74,98.98
"157",157,99.05,49,109,99.3,99.56
"158",158,99.61,46,107,99.86,100.12
"159",159,100.19,38,102,100.47,100.74
