"","Time.Date","Acc.X","Acc.Y","Acc.Z"
"50751",507500,1.997,-3.02,8.8
"50752",507510,1.847,-2.191,8.141
"50753",507520,1.697,-1.89,7.7
"50754",507530,1.772,-2.041,7.549
"50755",507540,1.772,-2.493,7.469
"50756",507550,1.474,-2.869,7.321
"50757",507560,1.026,-3.095,7.102
"50758",507570,0.429,-3.17,7.109
"50759",507580,0.205,-3.321,7.483
"50760",507590,0.28,-3.396,8.002
"50761",507600,0.579,-3.547,8.517
"50762",507610,0.952,-3.697,8.957
"50763",507620,1.251,-3.697,9.027
"50764",507630,1.4,-3.547,8.729
"50765",507640,1.475,-3.396,8.581
"50766",507650,1.624,-3.396,8.653
"50767",507660,1.699,-3.471,8.874
"50768",507670,1.624,-3.547,8.949
"50769",507680,1.326,-3.622,9.027
"50770",507690,1.027,-3.773,9.104
"50771",507700,0.953,-4.074,9.027
"50772",507710,0.953,-4.225,8.728
"50773",507720,1.103,-4.3,8.8
"50774",507730,0.879,-4.375,9.323
"50775",507740,0.356,-4.375,8.884
"50776",507750,0.057,-4.074,6.51
"50777",507760,0.356,-4.074,4.422
"50778",507770,0.655,-4.3,4.118
"50779",507780,0.729,-3.773,4.494
"50780",507790,0.429,-2.568,5.478
"50781",507800,-0.097,-0.309,6.254
"50782",507810,1.095,1.875,8.418
"50783",507820,4.081,2.779,10.617
"50784",507830,5.5,2.478,11.561
"50785",507840,4.68,1.273,13.123
"50786",507850,4.309,-1.062,14.146
"50787",507860,4.462,-3.622,13.894
"50788",507870,4.016,-5.731,13.73
"50789",507880,2.375,-6.935,12.922
"50790",507890,0.06,-6.935,11.54
"50791",507900,-1.734,-4.752,12.779
"50792",507910,-2.931,-2.493,14.159
"50793",507920,-2.857,-1.965,13.42
"50794",507930,-1.96,-3.02,12.131
"50795",507940,-1.511,-3.848,11.148
"50796",507950,-1.511,-4.074,10.327
"50797",507960,-0.988,-3.923,9.875
"50798",507970,-0.018,-3.622,9.567
"50799",507980,0.205,-3.246,9.419
"50800",507990,0.354,-3.02,8.898
"50801",508000,0.503,-2.794,8.228
"50802",508010,0.877,-2.944,7.924
"50803",508020,1.176,-3.396,7.692
"50804",508030,1.4,-3.547,7.464
"50805",508040,1.624,-3.547,7.609
"50806",508050,1.699,-3.321,7.908
"50807",508060,1.549,-3.02,8.062
"50808",508070,1.549,-3.095,8.285
"50809",508080,1.699,-3.246,8.207
"50810",508090,1.923,-3.246,7.832
"50811",508100,1.923,-3.17,7.981
"50812",508110,1.698,-3.02,8.358
"50813",508120,1.399,-2.568,8.516
"50814",508130,1.025,-1.965,8.304
"50815",508140,0.875,-1.438,8.461
"50816",508150,0.875,-1.363,9.057
"50817",508160,1.1,-1.815,9.57
"50818",508170,1.548,-2.417,9.111
"50819",508180,1.922,-2.718,7.316
"50820",508190,2.221,-2.718,5.749
"50821",508200,2.071,-2.718,5.826
"50822",508210,1.623,-2.342,6.952
"50823",508220,1.473,-1.965,8.074
"50824",508230,1.548,-2.191,8.592
"50825",508240,1.773,-3.246,8.95
"50826",508250,1.252,-4.375,8.573
"50827",508260,0.655,-4.45,7.242
"50828",508270,0.953,-4.074,6.944
"50829",508280,2.072,-3.697,8.122
"50830",508290,3.192,-3.246,9.153
"50831",508300,3.789,-2.794,9.67
"50832",508310,3.564,-2.493,10.495
"50833",508320,2.219,-1.664,11.714
"50834",508330,1.846,-1.212,12.765
"50835",508340,2.817,-1.514,12.972
"50836",508350,3.564,-2.041,13.253
"50837",508360,3.714,-2.568,13.618
"50838",508370,3.864,-3.095,13.982
"50839",508380,3.416,-3.095,13.096
"50840",508390,2.819,-3.999,10.788
"50841",508400,1.996,-2.417,10.518
"50842",508410,1.471,0.218,12.19
"50843",508420,2.067,1.197,12.936
"50844",508430,3.487,0.143,12.012
"50845",508440,3.787,-0.986,11.103
"50846",508450,3.041,-1.514,10.587
"50847",508460,2.369,-1.664,10.446
"50848",508470,2.071,-2.041,11.191
"50849",508480,1.997,-2.794,11.631
"50850",508490,2.147,-3.547,10.355
"50851",508500,1.923,-3.773,8.347
"50852",508510,0.803,-3.246,6.806
"50853",508520,-0.318,-2.869,6.156
"50854",508530,-0.916,-2.342,5.574
"50855",508540,-1.215,-1.815,5.063
"50856",508550,-1.14,-1.89,5.433
"50857",508560,-0.542,-2.417,6.387
"50858",508570,0.578,-3.095,7.331
"50859",508580,2.073,-3.923,8.567
"50860",508590,3.044,-4.149,9.295
"50861",508600,3.118,-3.773,9.372
"50862",508610,2.819,-3.471,9.305
"50863",508620,2.146,-3.02,8.798
"50864",508630,1.549,-2.794,7.916
"50865",508640,1.699,-3.17,7.091
"50866",508650,2.147,-3.246,7.382
"50867",508660,2.072,-3.02,9.171
"50868",508670,1.549,-2.794,9.851
"50869",508680,1.473,-2.191,9.561
"50870",508690,1.846,-1.815,8.889
"50871",508700,2.444,-1.965,8.731
"50872",508710,2.594,-2.568,8.573
"50873",508720,2.445,-2.869,7.902
"50874",508730,1.922,-2.869,7.463
"50875",508740,1.25,-2.643,7.252
"50876",508750,0.578,-2.568,7.113
"50877",508760,0.28,-2.944,6.89
"50878",508770,0.804,-4.149,7.391
"50879",508780,1.254,-5.806,7.814
"50880",508790,1.179,-6.182,6.249
"50881",508800,0.88,-5.354,4.699
"50882",508810,0.878,-4.074,5.307
"50883",508820,1.25,-2.718,7.549
"50884",508830,1.696,-1.137,9.345
"50885",508840,2.591,-0.535,10.901
"50886",508850,2.889,0.068,11.871
"50887",508860,3.711,-0.083,13.569
"50888",508870,5.206,-1.664,14.648
