"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"172",172,83.91,38,116,84.16,84.36
"173",173,84.41,40,121,84.63,84.82
"174",174,84.91,39,125,85.11,85.32
"175",175,85.37,38,126,85.59,85.8
"176",176,85.85,37,123,86.08,86.28
"177",177,86.29,37,123,86.56,86.76
"178",178,86.79,37,125,87.03,87.24
"179",179,87.27,37,126,87.52,87.74
"180",180,87.79,42,125,88.01,88.22
"181",181,88.29,43,121,88.51,88.74
"182",182,88.77,40,121,88.99,89.2
"183",183,89.25,39,123,89.47,89.72
"184",184,89.75,41,125,89.96,90.18
"185",185,90.23,38,123,90.45,90.66
"186",186,90.69,37,121,90.95,91.12
"187",187,91.19,41,125,91.39,91.56
"188",188,91.67,39,123,91.91,92.08
"189",189,92.19,40,122,92.42,92.6
"190",190,92.67,41,120,92.89,93.06
"191",191,93.17,42,121,93.39,93.58
"192",192,93.63,38,125,93.86,94.06
"193",193,94.09,39,127,94.31,94.52
"194",194,94.59,38,127,94.81,95.02
"195",195,95.07,38,127,95.29,95.5
"196",196,95.53,40,123,95.77,95.96
"197",197,96.01,36,125,96.24,96.42
"198",198,96.47,37,126,96.7,96.88
"199",199,96.97,39,128,97.17,97.38
"200",200,97.43,38,128,97.65,97.82
"201",201,97.93,37,125,98.14,98.34
"202",202,98.39,36,121,98.64,98.82
"203",203,98.89,36,121,99.13,99.32
"204",204,99.37,37,123,99.6,99.8
"205",205,99.87,36,125,100.09,100.3
"206",206,100.37,35,125,100.57,100.76
"207",207,100.83,34,123,101.06,101.26
"208",208,101.31,37,123,101.54,101.76
"209",209,101.79,36,125,102.01,102.22
"210",210,102.27,37,126,102.49,102.72
"211",211,102.77,35,125,102.98,103.2
"212",212,103.25,37,125,103.45,103.64
"213",213,103.71,36,125,103.92,104.14
"214",214,104.19,36,126,104.4,104.62
"215",215,104.65,36,126,104.88,105.1
"216",216,105.13,37,126,105.36,105.6
"217",217,105.63,37,125,105.85,106.04
"218",218,106.09,39,125,106.31,106.5
"219",219,106.61,37,125,106.79,107.04
"220",220,107.07,34,125,107.29,107.48
"221",221,107.53,31,120,107.8,107.98
