"","X","startTime","compDepth","compMeanRate","compPeakTime","endTime"
"172",172,90.53,43,128,90.78,91
"173",173,91.11,39,123,91.29,91.48
"174",174,91.61,36,118,91.83,92.02
"175",175,92.13,39,115,92.33,92.54
"176",176,92.63,37,115,92.85,93.02
"177",177,93.11,38,118,93.35,93.52
"178",178,93.63,35,120,93.83,94.02
"179",179,94.11,39,125,94.3,94.52
"180",180,94.61,40,122,94.84,95.02
"181",181,95.15,39,117,95.38,95.56
"182",182,95.69,41,112,95.9,96.08
"183",183,96.19,38,113,96.42,96.62
"184",184,96.73,40,115,96.94,97.14
"185",185,97.27,38,115,97.46,97.66
"186",186,97.79,37,113,97.99,98.16
"187",187,98.27,39,117,98.49,98.68
"188",188,98.77,41,120,98.97,99.18
"189",189,99.25,39,123,99.47,99.66
"190",190,99.81,34,118,100,100.18
"191",191,100.31,37,115,100.52,100.7
"192",192,100.81,37,115,101.01,101.2
"193",193,101.27,39,121,101.48,101.68
